Date,Discharge
11/17/1944,1210
11/18/1944,978
11/19/1944,835
11/20/1944,767
11/21/1944,810
11/22/1944,886
11/23/1944,798
11/24/1944,738
11/25/1944,675
11/26/1944,621
11/27/1944,645
11/28/1944,1560
11/29/1944,1760
11/30/1944,2170
12/1/1944,2130
12/2/1944,1690
12/3/1944,1350
12/4/1944,1140
12/5/1944,1040
12/6/1944,980
12/7/1944,931
12/8/1944,1020
12/9/1944,2260
12/10/1944,1740
12/11/1944,1390
12/12/1944,1360
12/13/1944,1200
12/14/1944,1060
12/15/1944,938
12/16/1944,866
12/17/1944,792
12/18/1944,714
12/19/1944,540
12/20/1944,410
12/21/1944,420
12/22/1944,360
12/23/1944,380
12/24/1944,470
12/25/1944,580
12/26/1944,1160
12/27/1944,960
12/28/1944,760
12/29/1944,700
12/30/1944,680
12/31/1944,700
1/1/1945,2500
1/2/1945,6680
1/3/1945,3670
1/4/1945,3000
1/5/1945,2300
1/6/1945,1650
1/7/1945,1400
1/8/1945,1400
1/9/1945,1300
1/10/1945,900
1/11/1945,760
1/12/1945,740
1/13/1945,800
1/14/1945,780
1/15/1945,680
1/16/1945,600
1/17/1945,560
1/18/1945,520
1/19/1945,480
1/20/1945,460
1/21/1945,440
1/22/1945,430
1/23/1945,440
1/24/1945,420
1/25/1945,350
1/26/1945,360
1/27/1945,380
1/28/1945,360
1/29/1945,350
1/30/1945,340
1/31/1945,330
2/1/1945,320
2/2/1945,310
2/3/1945,300
2/4/1945,290
2/5/1945,300
2/6/1945,300
2/7/1945,290
2/8/1945,310
2/9/1945,330
2/10/1945,340
2/11/1945,360
2/12/1945,390
2/13/1945,380
2/14/1945,370
2/15/1945,380
2/16/1945,470
2/17/1945,600
2/18/1945,580
2/19/1945,500
2/20/1945,450
2/21/1945,460
2/22/1945,640
2/23/1945,2350
2/24/1945,3500
2/25/1945,2600
2/26/1945,2250
2/27/1945,4500
2/28/1945,5600
3/1/1945,3500
3/2/1945,2800
3/3/1945,4800
3/4/1945,8800
3/5/1945,5360
3/6/1945,5330
3/7/1945,5980
3/8/1945,4010
3/9/1945,3250
3/10/1945,2740
3/11/1945,2310
3/12/1945,2070
3/13/1945,1870
3/14/1945,2350
3/15/1945,3320
3/16/1945,6120
3/17/1945,9340
3/18/1945,9860
3/19/1945,7310
3/20/1945,6680
3/21/1945,7150
3/22/1945,8330
3/23/1945,5380
3/24/1945,3790
3/25/1945,2860
3/26/1945,2360
3/27/1945,2160
3/28/1945,2190
3/29/1945,1760
3/30/1945,1530
3/31/1945,1360
4/1/1945,1270
4/2/1945,1210
4/3/1945,1520
4/4/1945,1320
4/5/1945,2970
4/6/1945,3110
4/7/1945,2320
4/8/1945,1930
4/9/1945,1650
4/10/1945,1410
4/11/1945,1220
4/12/1945,1070
4/13/1945,952
4/14/1945,886
4/15/1945,834
4/16/1945,719
4/17/1945,668
4/18/1945,640
4/19/1945,608
4/20/1945,552
4/21/1945,519
4/22/1945,533
4/23/1945,500
4/24/1945,450
4/25/1945,482
4/26/1945,1510
4/27/1945,3120
4/28/1945,2370
4/29/1945,1920
4/30/1945,1620
5/1/1945,1400
5/2/1945,1380
5/3/1945,1240
5/4/1945,1280
5/5/1945,1440
5/6/1945,1300
5/7/1945,1160
5/8/1945,1140
5/9/1945,1220
5/10/1945,1200
5/11/1945,2680
5/12/1945,3310
5/13/1945,2960
5/14/1945,3680
5/15/1945,2800
5/16/1945,2520
5/17/1945,2070
5/18/1945,2930
5/19/1945,2520
5/20/1945,2190
5/21/1945,1770
5/22/1945,1560
5/23/1945,1530
5/24/1945,1260
5/25/1945,1060
5/26/1945,899
5/27/1945,847
5/28/1945,886
5/29/1945,886
5/30/1945,785
5/31/1945,662
6/1/1945,572
6/2/1945,582
6/3/1945,690
6/4/1945,1060
6/5/1945,1340
6/6/1945,1550
6/7/1945,1350
6/8/1945,1190
6/9/1945,1100
6/10/1945,1100
6/11/1945,1140
6/12/1945,1340
6/13/1945,1160
6/14/1945,1040
6/15/1945,938
6/16/1945,1700
6/17/1945,1920
6/18/1945,1740
6/19/1945,1390
6/20/1945,1460
6/21/1945,1500
6/22/1945,1360
6/23/1945,1100
6/24/1945,892
6/25/1945,760
6/26/1945,660
6/27/1945,600
6/28/1945,540
6/29/1945,580
6/30/1945,680
7/1/1945,470
7/2/1945,800
7/3/1945,780
7/4/1945,540
7/5/1945,440
7/6/1945,400
7/7/1945,370
7/8/1945,330
7/9/1945,290
7/10/1945,270
7/11/1945,270
7/12/1945,270
7/13/1945,230
7/14/1945,205
7/15/1945,235
7/16/1945,560
7/17/1945,520
7/18/1945,380
7/19/1945,680
7/20/1945,1620
7/21/1945,1050
7/22/1945,873
7/23/1945,1200
7/24/1945,925
7/25/1945,736
7/26/1945,1410
7/27/1945,1240
7/28/1945,925
7/29/1945,1940
7/30/1945,1720
7/31/1945,1350
8/1/1945,1140
8/2/1945,993
8/3/1945,860
8/4/1945,725
8/5/1945,624
8/6/1945,673
8/7/1945,993
8/8/1945,779
8/9/1945,634
8/10/1945,582
8/11/1945,540
8/12/1945,450
8/13/1945,400
8/14/1945,370
8/15/1945,350
8/16/1945,330
8/17/1945,310
8/18/1945,280
8/19/1945,260
8/20/1945,245
8/21/1945,230
8/22/1945,215
8/23/1945,200
8/24/1945,225
8/25/1945,280
8/26/1945,340
8/27/1945,280
8/28/1945,235
8/29/1945,205
8/30/1945,175
8/31/1945,160
9/1/1945,150
9/2/1945,740
9/3/1945,660
9/4/1945,390
9/5/1945,290
9/6/1945,245
9/7/1945,210
9/8/1945,190
9/9/1945,175
9/10/1945,330
9/11/1945,520
9/12/1945,1050
9/13/1945,613
9/14/1945,533
9/15/1945,847
9/16/1945,678
9/17/1945,514
9/18/1945,744
9/19/1945,5550
9/20/1945,2850
9/21/1945,1860
9/22/1945,1290
9/23/1945,1010
9/24/1945,872
9/25/1945,803
9/26/1945,1390
9/27/1945,1410
9/28/1945,1020
9/29/1945,891
9/30/1945,803
10/1/1945,740
10/2/1945,2220
10/3/1945,2720
10/4/1945,1910
10/5/1945,1590
10/6/1945,1360
10/7/1945,1630
10/8/1945,1600
10/9/1945,3380
10/10/1945,3930
10/11/1945,2840
10/12/1945,2340
10/13/1945,2000
10/14/1945,1850
10/15/1945,2150
10/16/1945,1800
10/17/1945,1450
10/18/1945,1250
10/19/1945,1140
10/20/1945,1010
10/21/1945,916
10/22/1945,834
10/23/1945,834
10/24/1945,884
10/25/1945,1010
10/26/1945,1100
10/27/1945,1290
10/28/1945,1150
10/29/1945,1030
10/30/1945,955
10/31/1945,890
11/1/1945,834
11/2/1945,990
11/3/1945,3740
11/4/1945,4230
11/5/1945,2980
11/6/1945,2350
11/7/1945,1890
11/8/1945,1600
11/9/1945,1370
11/10/1945,1240
11/11/1945,1290
11/12/1945,1600
11/13/1945,1410
11/14/1945,2060
11/15/1945,2080
11/16/1945,1740
11/17/1945,1730
11/18/1945,1930
11/19/1945,1880
11/20/1945,2890
11/21/1945,2410
11/22/1945,3130
11/23/1945,3130
11/24/1945,2390
11/25/1945,2060
11/26/1945,1780
11/27/1945,1490
11/28/1945,1400
11/29/1945,1560
11/30/1945,1330
12/1/1945,1170
12/2/1945,1030
12/3/1945,974
12/4/1945,962
12/5/1945,884
12/6/1945,834
12/7/1945,1070
12/8/1945,1210
12/9/1945,1120
12/10/1945,1050
12/11/1945,940
12/12/1945,740
12/13/1945,640
12/14/1945,700
12/15/1945,660
12/16/1945,560
12/17/1945,420
12/18/1945,500
12/19/1945,450
12/20/1945,440
12/21/1945,420
12/22/1945,390
12/23/1945,370
12/24/1945,350
12/25/1945,360
12/26/1945,980
12/27/1945,1080
12/28/1945,860
12/29/1945,720
12/30/1945,640
12/31/1945,680
1/1/1946,660
1/2/1946,560
1/3/1946,490
1/4/1946,520
1/5/1946,580
1/6/1946,3300
1/7/1946,4200
1/8/1946,4060
1/9/1946,3250
1/10/1946,3170
1/11/1946,2420
1/12/1946,2050
1/13/1946,1890
1/14/1946,1400
1/15/1946,1200
1/16/1946,920
1/17/1946,780
1/18/1946,800
1/19/1946,660
1/20/1946,450
1/21/1946,600
1/22/1946,620
1/23/1946,580
1/24/1946,540
1/25/1946,520
1/26/1946,490
1/27/1946,440
1/28/1946,430
1/29/1946,400
1/30/1946,380
1/31/1946,410
2/1/1946,440
2/2/1946,390
2/3/1946,320
2/4/1946,280
2/5/1946,290
2/6/1946,320
2/7/1946,470
2/8/1946,450
2/9/1946,350
2/10/1946,310
2/11/1946,280
2/12/1946,260
2/13/1946,290
2/14/1946,1400
2/15/1946,1200
2/16/1946,680
2/17/1946,620
2/18/1946,540
2/19/1946,440
2/20/1946,380
2/21/1946,340
2/22/1946,320
2/23/1946,330
2/24/1946,320
2/25/1946,310
2/26/1946,300
2/27/1946,500
2/28/1946,3000
3/1/1946,2800
3/2/1946,2500
3/3/1946,2700
3/4/1946,3200
3/5/1946,3700
3/6/1946,4820
3/7/1946,7530
3/8/1946,8130
3/9/1946,8590
3/10/1946,6180
3/11/1946,3820
3/12/1946,2700
3/13/1946,2290
3/14/1946,1960
3/15/1946,2380
3/16/1946,2860
3/17/1946,2290
3/18/1946,1980
3/19/1946,1710
3/20/1946,1470
3/21/1946,1290
3/22/1946,1150
3/23/1946,1030
3/24/1946,922
3/25/1946,903
3/26/1946,878
3/27/1946,890
3/28/1946,775
3/29/1946,701
3/30/1946,663
3/31/1946,606
4/1/1946,567
4/2/1946,627
4/3/1946,622
4/4/1946,591
4/5/1946,606
4/6/1946,616
4/7/1946,577
4/8/1946,538
4/9/1946,562
4/10/1946,611
4/11/1946,567
4/12/1946,519
4/13/1946,492
4/14/1946,470
4/15/1946,484
4/16/1946,758
4/17/1946,680
4/18/1946,586
4/19/1946,567
4/20/1946,586
4/21/1946,582
4/22/1946,529
4/23/1946,488
4/24/1946,488
4/25/1946,470
4/26/1946,444
4/27/1946,488
4/28/1946,548
4/29/1946,674
4/30/1946,642
5/1/1946,577
5/2/1946,519
5/3/1946,492
5/4/1946,483
5/5/1946,492
5/6/1946,501
5/7/1946,501
5/8/1946,775
5/9/1946,740
5/10/1946,642
5/11/1946,680
5/12/1946,816
5/13/1946,793
5/14/1946,712
5/15/1946,752
5/16/1946,816
5/17/1946,926
5/18/1946,1680
5/19/1946,2640
5/20/1946,2230
5/21/1946,5590
5/22/1946,6030
5/23/1946,3740
5/24/1946,2700
5/25/1946,2110
5/26/1946,2750
5/27/1946,5630
5/28/1946,10000
5/29/1946,6900
5/30/1946,4210
5/31/1946,2990
6/1/1946,2420
6/2/1946,3650
6/3/1946,4200
6/4/1946,2960
6/5/1946,2650
6/6/1946,2100
6/7/1946,1800
6/8/1946,1520
6/9/1946,1430
6/10/1946,1130
6/11/1946,942
6/12/1946,1440
6/13/1946,1200
6/14/1946,903
6/15/1946,746
6/16/1946,653
6/17/1946,591
6/18/1946,854
6/19/1946,820
6/20/1946,606
6/21/1946,548
6/22/1946,515
6/23/1946,460
6/24/1946,410
6/25/1946,371
6/26/1946,333
6/27/1946,308
6/28/1946,298
6/29/1946,626
6/30/1946,578
7/1/1946,435
7/2/1946,710
7/3/1946,672
7/4/1946,452
7/5/1946,367
7/6/1946,319
7/7/1946,284
7/8/1946,255
7/9/1946,248
7/10/1946,341
7/11/1946,274
7/12/1946,239
7/13/1946,236
7/14/1946,225
7/15/1946,200
7/16/1946,178
7/17/1946,166
7/18/1946,154
7/19/1946,143
7/20/1946,138
7/21/1946,152
7/22/1946,308
7/23/1946,430
7/24/1946,789
7/25/1946,491
7/26/1946,348
7/27/1946,284
7/28/1946,239
7/29/1946,210
7/30/1946,191
7/31/1946,245
8/1/1946,478
8/2/1946,390
8/3/1946,291
8/4/1946,248
8/5/1946,239
8/6/1946,328
8/7/1946,374
8/8/1946,478
8/9/1946,378
8/10/1946,444
8/11/1946,1110
8/12/1946,696
8/13/1946,540
8/14/1946,500
8/15/1946,420
8/16/1946,360
8/17/1946,360
8/18/1946,374
8/19/1946,352
8/20/1946,431
8/21/1946,337
8/22/1946,284
8/23/1946,252
8/24/1946,228
8/25/1946,210
8/26/1946,202
8/27/1946,194
8/28/1946,176
8/29/1946,166
8/30/1946,156
8/31/1946,147
9/1/1946,138
9/2/1946,129
9/3/1946,123
9/4/1946,116
9/5/1946,110
9/6/1946,104
9/7/1946,100
9/8/1946,100
9/9/1946,104
9/10/1946,114
9/11/1946,125
9/12/1946,123
9/13/1946,116
9/14/1946,106
9/15/1946,96
9/16/1946,89
9/17/1946,87
9/18/1946,83
9/19/1946,82
9/20/1946,80
9/21/1946,89
9/22/1946,104
9/23/1946,118
9/24/1946,299
9/25/1946,489
9/26/1946,343
9/27/1946,219
9/28/1946,174
9/29/1946,150
9/30/1946,231
10/1/1946,277
10/2/1946,330
10/3/1946,298
10/4/1946,252
10/5/1946,213
10/6/1946,186
10/7/1946,168
10/8/1946,156
10/9/1946,147
10/10/1946,140
10/11/1946,134
10/12/1946,142
10/13/1946,259
10/14/1946,271
10/15/1946,230
10/16/1946,189
10/17/1946,171
10/18/1946,187
10/19/1946,281
10/20/1946,330
10/21/1946,268
10/22/1946,233
10/23/1946,213
10/24/1946,202
10/25/1946,194
10/26/1946,354
10/27/1946,518
10/28/1946,431
10/29/1946,363
10/30/1946,340
10/31/1946,333
11/1/1946,326
11/2/1946,308
11/3/1946,288
11/4/1946,274
11/5/1946,255
11/6/1946,242
11/7/1946,233
11/8/1946,258
11/9/1946,281
11/10/1946,288
11/11/1946,268
11/12/1946,284
11/13/1946,298
11/14/1946,281
11/15/1946,261
11/16/1946,252
11/17/1946,248
11/18/1946,252
11/19/1946,242
11/20/1946,228
11/21/1946,222
11/22/1946,222
11/23/1946,228
11/24/1946,222
11/25/1946,208
11/26/1946,212
11/27/1946,333
11/28/1946,406
11/29/1946,344
11/30/1946,308
12/1/1946,294
12/2/1946,245
12/3/1946,210
12/4/1946,240
12/5/1946,315
12/6/1946,312
12/7/1946,291
12/8/1946,264
12/9/1946,248
12/10/1946,245
12/11/1946,291
12/12/1946,291
12/13/1946,390
12/14/1946,448
12/15/1946,360
12/16/1946,310
12/17/1946,330
12/18/1946,330
12/19/1946,270
12/20/1946,185
12/21/1946,290
12/22/1946,540
12/23/1946,560
12/24/1946,460
12/25/1946,420
12/26/1946,360
12/27/1946,260
12/28/1946,340
12/29/1946,640
12/30/1946,700
12/31/1946,540
1/1/1947,490
1/2/1947,520
1/3/1947,1000
1/4/1947,1650
1/5/1947,1250
1/6/1947,1060
1/7/1947,940
1/8/1947,900
1/9/1947,780
1/10/1947,680
1/11/1947,700
1/12/1947,760
1/13/1947,640
1/14/1947,660
1/15/1947,1140
1/16/1947,2800
1/17/1947,2000
1/18/1947,1550
1/19/1947,1250
1/20/1947,2100
1/21/1947,4400
1/22/1947,2270
1/23/1947,1640
1/24/1947,1680
1/25/1947,2290
1/26/1947,2110
1/27/1947,2110
1/28/1947,1910
1/29/1947,1700
1/30/1947,1560
1/31/1947,3560
2/1/1947,2990
2/2/1947,2220
2/3/1947,1700
2/4/1947,1500
2/5/1947,1250
2/6/1947,1000
2/7/1947,980
2/8/1947,900
2/9/1947,520
2/10/1947,520
2/11/1947,620
2/12/1947,660
2/13/1947,600
2/14/1947,560
2/15/1947,540
2/16/1947,520
2/17/1947,500
2/18/1947,440
2/19/1947,390
2/20/1947,340
2/21/1947,290
2/22/1947,260
2/23/1947,270
2/24/1947,310
2/25/1947,300
2/26/1947,280
2/27/1947,260
2/28/1947,250
3/1/1947,240
3/2/1947,235
3/3/1947,250
3/4/1947,290
3/5/1947,390
3/6/1947,400
3/7/1947,380
3/8/1947,360
3/9/1947,340
3/10/1947,330
3/11/1947,330
3/12/1947,360
3/13/1947,440
3/14/1947,2600
3/15/1947,9370
3/16/1947,5550
3/17/1947,3520
3/18/1947,2510
3/19/1947,2000
3/20/1947,1800
3/21/1947,1820
3/22/1947,2030
3/23/1947,1670
3/24/1947,2970
3/25/1947,7370
3/26/1947,5910
3/27/1947,3620
3/28/1947,2740
3/29/1947,2300
3/30/1947,1910
3/31/1947,1580
4/1/1947,1640
4/2/1947,2260
4/3/1947,3480
4/4/1947,3230
4/5/1947,7060
4/6/1947,11800
4/7/1947,8340
4/8/1947,4990
4/9/1947,3660
4/10/1947,3090
4/11/1947,2400
4/12/1947,2660
4/13/1947,2440
4/14/1947,2040
4/15/1947,1750
4/16/1947,1510
4/17/1947,1380
4/18/1947,1230
4/19/1947,1170
4/20/1947,1090
4/21/1947,1730
4/22/1947,1620
4/23/1947,1670
4/24/1947,1520
4/25/1947,1470
4/26/1947,1710
4/27/1947,1760
4/28/1947,1950
4/29/1947,1600
4/30/1947,1590
5/1/1947,3320
5/2/1947,3050
5/3/1947,2870
5/4/1947,2380
5/5/1947,2630
5/6/1947,4670
5/7/1947,4950
5/8/1947,5150
5/9/1947,3750
5/10/1947,2900
5/11/1947,2300
5/12/1947,1880
5/13/1947,1590
5/14/1947,1880
5/15/1947,1860
5/16/1947,1440
5/17/1947,1310
5/18/1947,1400
5/19/1947,1480
5/20/1947,1290
5/21/1947,1140
5/22/1947,3320
5/23/1947,3610
5/24/1947,2640
5/25/1947,2450
5/26/1947,2390
5/27/1947,1770
5/28/1947,1410
5/29/1947,1280
5/30/1947,1550
5/31/1947,1170
6/1/1947,941
6/2/1947,820
6/3/1947,838
6/4/1947,935
6/5/1947,708
6/6/1947,627
6/7/1947,601
6/8/1947,744
6/9/1947,680
6/10/1947,567
6/11/1947,492
6/12/1947,422
6/13/1947,378
6/14/1947,748
6/15/1947,3820
6/16/1947,2310
6/17/1947,1690
6/18/1947,1420
6/19/1947,1190
6/20/1947,954
6/21/1947,974
6/22/1947,765
6/23/1947,642
6/24/1947,567
6/25/1947,626
6/26/1947,730
6/27/1947,622
6/28/1947,524
6/29/1947,461
6/30/1947,402
7/1/1947,392
7/2/1947,582
7/3/1947,523
7/4/1947,390
7/5/1947,337
7/6/1947,312
7/7/1947,477
7/8/1947,5200
7/9/1947,3650
7/10/1947,2200
7/11/1947,1560
7/12/1947,1230
7/13/1947,989
7/14/1947,826
7/15/1947,765
7/16/1947,771
7/17/1947,789
7/18/1947,702
7/19/1947,611
7/20/1947,591
7/21/1947,575
7/22/1947,5210
7/23/1947,3780
7/24/1947,2180
7/25/1947,1570
7/26/1947,1220
7/27/1947,980
7/28/1947,900
7/29/1947,840
7/30/1947,680
7/31/1947,740
8/1/1947,1060
8/2/1947,640
8/3/1947,520
8/4/1947,470
8/5/1947,420
8/6/1947,380
8/7/1947,340
8/8/1947,370
8/9/1947,860
8/10/1947,1120
8/11/1947,580
8/12/1947,440
8/13/1947,370
8/14/1947,340
8/15/1947,400
8/16/1947,500
8/17/1947,900
8/18/1947,680
8/19/1947,500
8/20/1947,420
8/21/1947,360
8/22/1947,320
8/23/1947,290
8/24/1947,260
8/25/1947,240
8/26/1947,220
8/27/1947,205
8/28/1947,200
8/29/1947,195
8/30/1947,210
8/31/1947,215
9/1/1947,190
9/2/1947,700
9/3/1947,654
9/4/1947,419
9/5/1947,337
9/6/1947,294
9/7/1947,260
9/8/1947,245
9/9/1947,235
9/10/1947,215
9/11/1947,195
9/12/1947,180
9/13/1947,170
9/14/1947,185
9/15/1947,165
9/16/1947,180
9/17/1947,170
9/18/1947,150
9/19/1947,140
9/20/1947,145
9/21/1947,145
9/22/1947,180
9/23/1947,190
9/24/1947,155
9/25/1947,135
9/26/1947,125
9/27/1947,118
9/28/1947,114
9/29/1947,110
9/30/1947,106
10/1/1947,102
10/2/1947,102
10/3/1947,100
10/4/1947,98
10/5/1947,96
10/6/1947,92
10/7/1947,88
10/8/1947,86
10/9/1947,84
10/10/1947,82
10/11/1947,80
10/12/1947,78
10/13/1947,76
10/14/1947,76
10/15/1947,74
10/16/1947,72
10/17/1947,72
10/18/1947,72
10/19/1947,74
10/20/1947,74
10/21/1947,74
10/22/1947,72
10/23/1947,70
10/24/1947,68
10/25/1947,68
10/26/1947,66
10/27/1947,66
10/28/1947,68
10/29/1947,78
10/30/1947,330
10/31/1947,520
11/1/1947,370
11/2/1947,290
11/3/1947,230
11/4/1947,220
11/5/1947,260
11/6/1947,280
11/7/1947,270
11/8/1947,1450
11/9/1947,1940
11/10/1947,1160
11/11/1947,889
11/12/1947,2970
11/13/1947,2370
11/14/1947,1540
11/15/1947,1190
11/16/1947,1010
11/17/1947,910
11/18/1947,749
11/19/1947,630
11/20/1947,548
11/21/1947,498
11/22/1947,464
11/23/1947,512
11/24/1947,538
11/25/1947,982
11/26/1947,902
11/27/1947,704
11/28/1947,625
11/29/1947,560
11/30/1947,500
12/1/1947,450
12/2/1947,470
12/3/1947,538
12/4/1947,595
12/5/1947,557
12/6/1947,500
12/7/1947,485
12/8/1947,676
12/9/1947,917
12/10/1947,740
12/11/1947,620
12/12/1947,580
12/13/1947,520
12/14/1947,450
12/15/1947,450
12/16/1947,918
12/17/1947,1000
12/18/1947,660
12/19/1947,520
12/20/1947,420
12/21/1947,460
12/22/1947,470
12/23/1947,450
12/24/1947,390
12/25/1947,340
12/26/1947,350
12/27/1947,380
12/28/1947,380
12/29/1947,330
12/30/1947,320
12/31/1947,340
1/1/1948,340
1/2/1948,330
1/3/1948,320
1/4/1948,300
1/5/1948,310
1/6/1948,300
1/7/1948,290
1/8/1948,280
1/9/1948,290
1/10/1948,290
1/11/1948,270
1/12/1948,245
1/13/1948,250
1/14/1948,245
1/15/1948,225
1/16/1948,230
1/17/1948,245
1/18/1948,230
1/19/1948,210
1/20/1948,200
1/21/1948,215
1/22/1948,220
1/23/1948,205
1/24/1948,195
1/25/1948,190
1/26/1948,185
1/27/1948,185
1/28/1948,180
1/29/1948,180
1/30/1948,175
1/31/1948,170
2/1/1948,170
2/2/1948,175
2/3/1948,175
2/4/1948,170
2/5/1948,165
2/6/1948,160
2/7/1948,155
2/8/1948,155
2/9/1948,150
2/10/1948,145
2/11/1948,145
2/12/1948,150
2/13/1948,160
2/14/1948,880
2/15/1948,3200
2/16/1948,2700
2/17/1948,2300
2/18/1948,2400
2/19/1948,2300
2/20/1948,5400
2/21/1948,3500
2/22/1948,2350
2/23/1948,1850
2/24/1948,1500
2/25/1948,1350
2/26/1948,1250
2/27/1948,1120
2/28/1948,1040
2/29/1948,940
3/1/1948,800
3/2/1948,780
3/3/1948,740
3/4/1948,720
3/5/1948,540
3/6/1948,450
3/7/1948,580
3/8/1948,620
3/9/1948,580
3/10/1948,560
3/11/1948,520
3/12/1948,400
3/13/1948,400
3/14/1948,430
3/15/1948,520
3/16/1948,4900
3/17/1948,13300
3/18/1948,6540
3/19/1948,5530
3/20/1948,12700
3/21/1948,11500
3/22/1948,24500
3/23/1948,12400
3/24/1948,6880
3/25/1948,4580
3/26/1948,3400
3/27/1948,2870
3/28/1948,2930
3/29/1948,2400
3/30/1948,1950
3/31/1948,1640
4/1/1948,2110
4/2/1948,2310
4/3/1948,2160
4/4/1948,1800
4/5/1948,1600
4/6/1948,1590
4/7/1948,1700
4/8/1948,1380
4/9/1948,1300
4/10/1948,1160
4/11/1948,1120
4/12/1948,2980
4/13/1948,2520
4/14/1948,5140
4/15/1948,7550
4/16/1948,4700
4/17/1948,4370
4/18/1948,3030
4/19/1948,2430
4/20/1948,2060
4/21/1948,2620
4/22/1948,2140
4/23/1948,1700
4/24/1948,1570
4/25/1948,1990
4/26/1948,1700
4/27/1948,1400
4/28/1948,1230
4/29/1948,1140
4/30/1948,1090
5/1/1948,1120
5/2/1948,955
5/3/1948,819
5/4/1948,721
5/5/1948,710
5/6/1948,749
5/7/1948,795
5/8/1948,1050
5/9/1948,910
5/10/1948,825
5/11/1948,813
5/12/1948,840
5/13/1948,1030
5/14/1948,1650
5/15/1948,2200
5/16/1948,2710
5/17/1948,3680
5/18/1948,3030
5/19/1948,2690
5/20/1948,2010
5/21/1948,1920
5/22/1948,1700
5/23/1948,1700
5/24/1948,5920
5/25/1948,4680
5/26/1948,3230
5/27/1948,2410
5/28/1948,1900
5/29/1948,1560
5/30/1948,1330
5/31/1948,1120
6/1/1948,961
6/2/1948,801
6/3/1948,682
6/4/1948,600
6/5/1948,768
6/6/1948,971
6/7/1948,815
6/8/1948,1170
6/9/1948,955
6/10/1948,929
6/11/1948,855
6/12/1948,732
6/13/1948,784
6/14/1948,1150
6/15/1948,819
6/16/1948,710
6/17/1948,620
6/18/1948,557
6/19/1948,581
6/20/1948,566
6/21/1948,481
6/22/1948,447
6/23/1948,661
6/24/1948,1280
6/25/1948,2620
6/26/1948,1900
6/27/1948,1410
6/28/1948,1250
6/29/1948,1320
6/30/1948,1040
7/1/1948,831
7/2/1948,699
7/3/1948,595
7/4/1948,530
7/5/1948,472
7/6/1948,631
7/7/1948,961
7/8/1948,724
7/9/1948,520
7/10/1948,439
7/11/1948,387
7/12/1948,353
7/13/1948,402
7/14/1948,439
7/15/1948,360
7/16/1948,300
7/17/1948,267
7/18/1948,251
7/19/1948,239
7/20/1948,258
7/21/1948,230
7/22/1948,242
7/23/1948,960
7/24/1948,1060
7/25/1948,577
7/26/1948,402
7/27/1948,342
7/28/1948,303
7/29/1948,267
7/30/1948,233
7/31/1948,210
8/1/1948,194
8/2/1948,183
8/3/1948,166
8/4/1948,156
8/5/1948,166
8/6/1948,480
8/7/1948,586
8/8/1948,353
8/9/1948,267
8/10/1948,224
8/11/1948,202
8/12/1948,213
8/13/1948,219
8/14/1948,216
8/15/1948,207
8/16/1948,191
8/17/1948,170
8/18/1948,150
8/19/1948,140
8/20/1948,179
8/21/1948,205
8/22/1948,165
8/23/1948,160
8/24/1948,246
8/25/1948,190
8/26/1948,155
8/27/1948,135
8/28/1948,124
8/29/1948,118
8/30/1948,106
8/31/1948,102
9/1/1948,96
9/2/1948,90
9/3/1948,86
9/4/1948,84
9/5/1948,130
9/6/1948,106
9/7/1948,90
9/8/1948,84
9/9/1948,96
9/10/1948,92
9/11/1948,90
9/12/1948,100
9/13/1948,88
9/14/1948,78
9/15/1948,70
9/16/1948,64
9/17/1948,62
9/18/1948,62
9/19/1948,76
9/20/1948,116
9/21/1948,98
9/22/1948,90
9/23/1948,87
9/24/1948,96
9/25/1948,92
9/26/1948,87
9/27/1948,83
9/28/1948,79
9/29/1948,78
9/30/1948,85
10/1/1948,88
10/2/1948,87
10/3/1948,76
10/4/1948,71
10/5/1948,66
10/6/1948,66
10/7/1948,63
10/8/1948,66
10/9/1948,76
10/10/1948,74
10/11/1948,85
10/12/1948,94
10/13/1948,90
10/14/1948,88
10/15/1948,83
10/16/1948,76
10/17/1948,78
10/18/1948,207
10/19/1948,242
10/20/1948,230
10/21/1948,196
10/22/1948,173
10/23/1948,158
10/24/1948,139
10/25/1948,123
10/26/1948,110
10/27/1948,102
10/28/1948,98
10/29/1948,92
10/30/1948,88
10/31/1948,85
11/1/1948,83
11/2/1948,81
11/3/1948,78
11/4/1948,94
11/5/1948,123
11/6/1948,128
11/7/1948,1500
11/8/1948,1230
11/9/1948,677
11/10/1948,590
11/11/1948,534
11/12/1948,447
11/13/1948,391
11/14/1948,360
11/15/1948,338
11/16/1948,314
11/17/1948,293
11/18/1948,273
11/19/1948,258
11/20/1948,407
11/21/1948,724
11/22/1948,565
11/23/1948,871
11/24/1948,861
11/25/1948,721
11/26/1948,635
11/27/1948,718
11/28/1948,825
11/29/1948,704
11/30/1948,666
12/1/1948,630
12/2/1948,595
12/3/1948,552
12/4/1948,516
12/5/1948,485
12/6/1948,649
12/7/1948,961
12/8/1948,790
12/9/1948,688
12/10/1948,615
12/11/1948,562
12/12/1948,534
12/13/1948,620
12/14/1948,704
12/15/1948,595
12/16/1948,585
12/17/1948,677
12/18/1948,699
12/19/1948,562
12/20/1948,560
12/21/1948,520
12/22/1948,540
12/23/1948,500
12/24/1948,370
12/25/1948,260
