Date,Discharge
12/26/1948,260
12/27/1948,280
12/28/1948,350
12/29/1948,740
12/30/1948,9800
12/31/1948,14000
1/1/1949,7100
1/2/1949,4240
1/3/1949,3000
1/4/1949,2340
1/5/1949,2550
1/6/1949,10000
1/7/1949,6950
1/8/1949,4280
1/9/1949,3190
1/10/1949,2650
1/11/1949,2270
1/12/1949,1870
1/13/1949,1620
1/14/1949,1440
1/15/1949,1150
1/16/1949,1080
1/17/1949,1120
1/18/1949,1120
1/19/1949,1230
1/20/1949,1330
1/21/1949,1120
1/22/1949,1110
1/23/1949,1140
1/24/1949,1110
1/25/1949,1260
1/26/1949,1110
1/27/1949,961
1/28/1949,1010
1/29/1949,1420
1/30/1949,1060
1/31/1949,880
2/1/1949,989
2/2/1949,902
2/3/1949,700
2/4/1949,825
2/5/1949,800
2/6/1949,640
2/7/1949,640
2/8/1949,636
2/9/1949,668
2/10/1949,610
2/11/1949,540
2/12/1949,410
2/13/1949,540
2/14/1949,1080
2/15/1949,3450
2/16/1949,5040
2/17/1949,3420
2/18/1949,2420
2/19/1949,2140
2/20/1949,2040
2/21/1949,1840
2/22/1949,1580
2/23/1949,1790
2/24/1949,1720
2/25/1949,1970
2/26/1949,2100
2/27/1949,1600
2/28/1949,1550
3/1/1949,1400
3/2/1949,1230
3/3/1949,1090
3/4/1949,975
3/5/1949,1020
3/6/1949,2410
3/7/1949,2460
3/8/1949,1700
3/9/1949,1590
3/10/1949,1480
3/11/1949,1390
3/12/1949,1290
3/13/1949,1140
3/14/1949,1050
3/15/1949,1060
3/16/1949,869
3/17/1949,825
3/18/1949,753
3/19/1949,600
3/20/1949,560
3/21/1949,620
3/22/1949,792
3/23/1949,1150
3/24/1949,1350
3/25/1949,1220
3/26/1949,1170
3/27/1949,1180
3/28/1949,1180
3/29/1949,1090
3/30/1949,954
3/31/1949,948
4/1/1949,996
4/2/1949,889
4/3/1949,800
4/4/1949,758
4/5/1949,690
4/6/1949,918
4/7/1949,1490
4/8/1949,1480
4/9/1949,1420
4/10/1949,1270
4/11/1949,1140
4/12/1949,1020
4/13/1949,941
4/14/1949,1150
4/15/1949,1060
4/16/1949,954
4/17/1949,869
4/18/1949,847
4/19/1949,1270
4/20/1949,1270
4/21/1949,1080
4/22/1949,984
4/23/1949,1600
4/24/1949,1940
4/25/1949,1650
4/26/1949,1470
4/27/1949,1460
4/28/1949,1320
4/29/1949,1080
4/30/1949,961
5/1/1949,882
5/2/1949,869
5/3/1949,1070
5/4/1949,1150
5/5/1949,902
5/6/1949,1410
5/7/1949,1500
5/8/1949,1270
5/9/1949,1130
5/10/1949,1000
5/11/1949,869
5/12/1949,764
5/13/1949,679
5/14/1949,615
5/15/1949,570
5/16/1949,512
5/17/1949,466
5/18/1949,419
5/19/1949,447
5/20/1949,1100
5/21/1949,1870
5/22/1949,1160
5/23/1949,1050
5/24/1949,1130
5/25/1949,2200
5/26/1949,1680
5/27/1949,1740
5/28/1949,1440
5/29/1949,1230
5/30/1949,1110
5/31/1949,961
6/1/1949,813
6/2/1949,696
6/3/1949,600
6/4/1949,526
6/5/1949,466
6/6/1949,423
6/7/1949,374
6/8/1949,339
6/9/1949,310
6/10/1949,286
6/11/1949,267
6/12/1949,261
6/13/1949,236
6/14/1949,216
6/15/1949,202
6/16/1949,188
6/17/1949,178
6/18/1949,168
6/19/1949,163
6/20/1949,158
6/21/1949,264
6/22/1949,224
6/23/1949,199
6/24/1949,194
6/25/1949,170
6/26/1949,210
6/27/1949,228
6/28/1949,178
6/29/1949,146
6/30/1949,132
7/1/1949,121
7/2/1949,119
7/3/1949,110
7/4/1949,112
7/5/1949,184
7/6/1949,151
7/7/1949,125
7/8/1949,104
7/9/1949,94
7/10/1949,104
7/11/1949,125
7/12/1949,104
7/13/1949,98
7/14/1949,86
7/15/1949,88
7/16/1949,106
7/17/1949,96
7/18/1949,112
7/19/1949,96
7/20/1949,84
7/21/1949,82
7/22/1949,70
7/23/1949,64
7/24/1949,58
7/25/1949,70
7/26/1949,80
7/27/1949,86
7/28/1949,100
7/29/1949,114
7/30/1949,120
7/31/1949,215
8/1/1949,140
8/2/1949,104
8/3/1949,88
8/4/1949,88
8/5/1949,84
8/6/1949,74
8/7/1949,66
8/8/1949,60
8/9/1949,54
8/10/1949,50
8/11/1949,70
8/12/1949,200
8/13/1949,175
8/14/1949,94
8/15/1949,86
8/16/1949,72
8/17/1949,62
8/18/1949,68
8/19/1949,70
8/20/1949,62
8/21/1949,54
8/22/1949,50
8/23/1949,47
8/24/1949,44
8/25/1949,42
8/26/1949,40
8/27/1949,39
8/28/1949,60
8/29/1949,1650
8/30/1949,973
8/31/1949,460
9/1/1949,350
9/2/1949,230
9/3/1949,175
9/4/1949,140
9/5/1949,118
9/6/1949,108
9/7/1949,100
9/8/1949,98
9/9/1949,98
9/10/1949,90
9/11/1949,84
9/12/1949,78
9/13/1949,74
9/14/1949,84
9/15/1949,90
9/16/1949,84
9/17/1949,76
9/18/1949,74
9/19/1949,135
9/20/1949,155
9/21/1949,140
9/22/1949,160
9/23/1949,250
9/24/1949,250
9/25/1949,235
9/26/1949,195
9/27/1949,175
9/28/1949,185
9/29/1949,280
9/30/1949,620
10/1/1949,500
10/2/1949,370
10/3/1949,300
10/4/1949,250
10/5/1949,230
10/6/1949,210
10/7/1949,195
10/8/1949,200
10/9/1949,185
10/10/1949,170
10/11/1949,155
10/12/1949,140
10/13/1949,135
10/14/1949,125
10/15/1949,200
10/16/1949,227
10/17/1949,219
10/18/1949,196
10/19/1949,176
10/20/1949,158
10/21/1949,148
10/22/1949,141
10/23/1949,134
10/24/1949,132
10/25/1949,127
10/26/1949,225
10/27/1949,248
10/28/1949,227
10/29/1949,205
10/30/1949,191
10/31/1949,248
11/1/1949,286
11/2/1949,267
11/3/1949,251
11/4/1949,428
11/5/1949,440
11/6/1949,432
11/7/1949,398
11/8/1949,374
11/9/1949,347
11/10/1949,317
11/11/1949,310
11/12/1949,335
11/13/1949,351
11/14/1949,1150
11/15/1949,1250
11/16/1949,975
11/17/1949,850
11/18/1949,764
11/19/1949,701
11/20/1949,690
11/21/1949,776
11/22/1949,701
11/23/1949,585
11/24/1949,536
11/25/1949,613
11/26/1949,729
11/27/1949,580
11/28/1949,520
11/29/1949,600
11/30/1949,696
12/1/1949,690
12/2/1949,610
12/3/1949,560
12/4/1949,420
12/5/1949,500
12/6/1949,450
12/7/1949,420
12/8/1949,480
12/9/1949,360
12/10/1949,340
12/11/1949,520
12/12/1949,1600
12/13/1949,5950
12/14/1949,4610
12/15/1949,2890
12/16/1949,1920
12/17/1949,1500
12/18/1949,1480
12/19/1949,1620
12/20/1949,1390
12/21/1949,1210
12/22/1949,1140
12/23/1949,1530
12/24/1949,1810
12/25/1949,1250
12/26/1949,1350
12/27/1949,2760
12/28/1949,2660
12/29/1949,2210
12/30/1949,1650
12/31/1949,1290
1/1/1950,1240
1/2/1950,1250
1/3/1950,1300
1/4/1950,1480
1/5/1950,1360
1/6/1950,1980
1/7/1950,4120
1/8/1950,3030
1/9/1950,2460
1/10/1950,3100
1/11/1950,4400
1/12/1950,2700
1/13/1950,2450
1/14/1950,2760
1/15/1950,2050
1/16/1950,1870
1/17/1950,1620
1/18/1950,1330
1/19/1950,1160
1/20/1950,900
1/21/1950,800
1/22/1950,860
1/23/1950,890
1/24/1950,1030
1/25/1950,1490
1/26/1950,1480
1/27/1950,1320
1/28/1950,980
1/29/1950,1020
1/30/1950,1370
1/31/1950,1160
2/1/1950,1000
2/2/1950,995
2/3/1950,1000
2/4/1950,840
2/5/1950,760
2/6/1950,740
2/7/1950,720
2/8/1950,560
2/9/1950,660
2/10/1950,1450
2/11/1950,1190
2/12/1950,1130
2/13/1950,1020
2/14/1950,968
2/15/1950,1040
2/16/1950,1410
2/17/1950,1210
2/18/1950,1070
2/19/1950,1000
2/20/1950,740
2/21/1950,800
2/22/1950,880
2/23/1950,1020
2/24/1950,980
2/25/1950,840
2/26/1950,700
2/27/1950,560
2/28/1950,700
3/1/1950,620
3/2/1950,540
3/3/1950,470
3/4/1950,490
3/5/1950,450
3/6/1950,420
3/7/1950,440
3/8/1950,2500
3/9/1950,8400
3/10/1950,4410
3/11/1950,2990
3/12/1950,2600
3/13/1950,2200
3/14/1950,1700
3/15/1950,1450
3/16/1950,1300
3/17/1950,1240
3/18/1950,1120
3/19/1950,980
3/20/1950,900
3/21/1950,1000
3/22/1950,1100
3/23/1950,1330
3/24/1950,1220
3/25/1950,1090
3/26/1950,1020
3/27/1950,1270
3/28/1950,8040
3/29/1950,12600
3/30/1950,7440
3/31/1950,4970
4/1/1950,4120
4/2/1950,3820
4/3/1950,4780
4/4/1950,8840
4/5/1950,12200
4/6/1950,7660
4/7/1950,4520
4/8/1950,3400
4/9/1950,2760
4/10/1950,2300
4/11/1950,2020
4/12/1950,1980
4/13/1950,1800
4/14/1950,1630
4/15/1950,1560
4/16/1950,1370
4/17/1950,1260
4/18/1950,1190
4/19/1950,1200
4/20/1950,2790
4/21/1950,3490
4/22/1950,2650
4/23/1950,2250
4/24/1950,1940
4/25/1950,1640
4/26/1950,1560
4/27/1950,1440
4/28/1950,1280
4/29/1950,1270
4/30/1950,1380
5/1/1950,1540
5/2/1950,1680
5/3/1950,1420
5/4/1950,1340
5/5/1950,2020
5/6/1950,1620
5/7/1950,1360
5/8/1950,1140
5/9/1950,1010
5/10/1950,1010
5/11/1950,968
5/12/1950,834
5/13/1950,746
5/14/1950,781
5/15/1950,696
5/16/1950,669
5/17/1950,655
5/18/1950,904
5/19/1950,1060
5/20/1950,1380
5/21/1950,1200
5/22/1950,1040
5/23/1950,941
5/24/1950,981
5/25/1950,902
5/26/1950,834
5/27/1950,741
5/28/1950,675
5/29/1950,680
5/30/1950,659
5/31/1950,587
6/1/1950,713
6/2/1950,737
6/3/1950,634
6/4/1950,1670
6/5/1950,1280
6/6/1950,920
6/7/1950,752
6/8/1950,643
6/9/1950,563
6/10/1950,531
6/11/1950,612
6/12/1950,539
6/13/1950,437
6/14/1950,425
6/15/1950,454
6/16/1950,416
6/17/1950,594
6/18/1950,702
6/19/1950,517
6/20/1950,475
6/21/1950,511
6/22/1950,488
6/23/1950,412
6/24/1950,585
6/25/1950,1140
6/26/1950,796
6/27/1950,622
6/28/1950,529
6/29/1950,462
6/30/1950,425
7/1/1950,392
7/2/1950,345
7/3/1950,326
7/4/1950,412
7/5/1950,493
7/6/1950,628
7/7/1950,460
7/8/1950,356
7/9/1950,304
7/10/1950,272
7/11/1950,279
7/12/1950,279
7/13/1950,270
7/14/1950,384
7/15/1950,322
7/16/1950,266
7/17/1950,239
7/18/1950,230
7/19/1950,220
7/20/1950,289
7/21/1950,400
7/22/1950,352
7/23/1950,262
7/24/1950,241
7/25/1950,304
7/26/1950,252
7/27/1950,217
7/28/1950,201
7/29/1950,286
7/30/1950,326
7/31/1950,299
8/1/1950,330
8/2/1950,767
8/3/1950,715
8/4/1950,1110
8/5/1950,640
8/6/1950,567
8/7/1950,480
8/8/1950,380
8/9/1950,322
8/10/1950,286
8/11/1950,255
8/12/1950,230
8/13/1950,208
8/14/1950,190
8/15/1950,176
8/16/1950,174
8/17/1950,257
8/18/1950,322
8/19/1950,674
8/20/1950,2260
8/21/1950,1050
8/22/1950,673
8/23/1950,520
8/24/1950,429
8/25/1950,372
8/26/1950,322
8/27/1950,286
8/28/1950,255
8/29/1950,249
8/30/1950,330
8/31/1950,372
9/1/1950,1960
9/2/1950,2500
9/3/1950,1440
9/4/1950,1120
9/5/1950,880
9/6/1950,719
9/7/1950,607
9/8/1950,520
9/9/1950,462
9/10/1950,425
9/11/1950,444
9/12/1950,564
9/13/1950,506
9/14/1950,484
9/15/1950,462
9/16/1950,454
9/17/1950,462
9/18/1950,390
9/19/1950,350
9/20/1950,330
9/21/1950,310
9/22/1950,300
9/23/1950,280
9/24/1950,270
9/25/1950,250
9/26/1950,240
9/27/1950,225
9/28/1950,210
9/29/1950,195
9/30/1950,185
10/1/1950,180
10/2/1950,170
10/3/1950,165
10/4/1950,165
10/5/1950,160
10/6/1950,160
10/7/1950,155
10/8/1950,155
10/9/1950,150
10/10/1950,225
10/11/1950,430
10/12/1950,330
10/13/1950,320
10/14/1950,310
10/15/1950,290
10/16/1950,240
10/17/1950,210
10/18/1950,195
10/19/1950,185
10/20/1950,180
10/21/1950,175
10/22/1950,175
10/23/1950,185
10/24/1950,190
10/25/1950,185
10/26/1950,180
10/27/1950,175
10/28/1950,165
10/29/1950,160
10/30/1950,155
10/31/1950,155
11/1/1950,150
11/2/1950,145
11/3/1950,150
11/4/1950,215
11/5/1950,880
11/6/1950,720
11/7/1950,520
11/8/1950,450
11/9/1950,480
11/10/1950,500
11/11/1950,470
11/12/1950,440
11/13/1950,410
11/14/1950,380
11/15/1950,360
11/16/1950,350
11/17/1950,350
11/18/1950,330
11/19/1950,310
11/20/1950,360
11/21/1950,1160
11/22/1950,1040
11/23/1950,846
11/24/1950,822
11/25/1950,2120
11/26/1950,11300
11/27/1950,6370
11/28/1950,3710
11/29/1950,2790
11/30/1950,2270
12/1/1950,1860
12/2/1950,1560
12/3/1950,2020
12/4/1950,11600
12/5/1950,13900
12/6/1950,6090
12/7/1950,4090
12/8/1950,5560
12/9/1950,4540
12/10/1950,3230
12/11/1950,2700
12/12/1950,2300
12/13/1950,1860
12/14/1950,1520
12/15/1950,1320
12/16/1950,1200
12/17/1950,1040
12/18/1950,900
12/19/1950,820
12/20/1950,700
12/21/1950,600
12/22/1950,600
12/23/1950,680
12/24/1950,700
12/25/1950,660
12/26/1950,460
12/27/1950,370
12/28/1950,430
12/29/1950,600
12/30/1950,700
12/31/1950,620
1/1/1951,500
1/2/1951,480
1/3/1951,660
1/4/1951,4500
1/5/1951,3880
1/6/1951,2710
1/7/1951,2270
1/8/1951,1800
1/9/1951,1400
1/10/1951,1250
1/11/1951,1200
1/12/1951,1100
1/13/1951,980
1/14/1951,840
1/15/1951,1400
1/16/1951,1920
1/17/1951,1260
1/18/1951,1170
1/19/1951,1290
1/20/1951,1670
1/21/1951,1910
1/22/1951,1550
1/23/1951,1250
1/24/1951,4140
1/25/1951,3790
1/26/1951,2430
1/27/1951,1900
1/28/1951,1550
1/29/1951,1500
1/30/1951,1140
1/31/1951,800
2/1/1951,2350
2/2/1951,6430
2/3/1951,2100
2/4/1951,1650
2/5/1951,1450
2/6/1951,1300
2/7/1951,3500
2/8/1951,3820
2/9/1951,1700
2/10/1951,1440
2/11/1951,1350
2/12/1951,1350
2/13/1951,2310
2/14/1951,3230
2/15/1951,1790
2/16/1951,1520
2/17/1951,1400
2/18/1951,1560
2/19/1951,1480
2/20/1951,2860
2/21/1951,3170
2/22/1951,4900
2/23/1951,2840
2/24/1951,2020
2/25/1951,1730
2/26/1951,1610
2/27/1951,1710
2/28/1951,1560
3/1/1951,1250
3/2/1951,1160
3/3/1951,1040
3/4/1951,980
3/5/1951,960
3/6/1951,1000
3/7/1951,1490
3/8/1951,2350
3/9/1951,1780
3/10/1951,1250
3/11/1951,1100
3/12/1951,1180
3/13/1951,1470
3/14/1951,1780
3/15/1951,1940
3/16/1951,1550
3/17/1951,1360
3/18/1951,1200
3/19/1951,1260
3/20/1951,1740
3/21/1951,1720
3/22/1951,1440
3/23/1951,1320
3/24/1951,2500
3/25/1951,3480
3/26/1951,2250
3/27/1951,1860
3/28/1951,1840
3/29/1951,2430
3/30/1951,5720
3/31/1951,11900
4/1/1951,6800
4/2/1951,4900
4/3/1951,3950
4/4/1951,3420
4/5/1951,2900
4/6/1951,2430
4/7/1951,2070
4/8/1951,1840
4/9/1951,1690
4/10/1951,1640
4/11/1951,1830
4/12/1951,1810
4/13/1951,3630
4/14/1951,3160
4/15/1951,2690
4/16/1951,2230
4/17/1951,1920
4/18/1951,1710
4/19/1951,1480
4/20/1951,1310
4/21/1951,1110
4/22/1951,990
4/23/1951,1420
4/24/1951,1250
4/25/1951,1130
4/26/1951,1290
4/27/1951,1150
4/28/1951,1030
4/29/1951,1090
4/30/1951,1020
5/1/1951,873
5/2/1951,782
5/3/1951,719
5/4/1951,676
5/5/1951,624
5/6/1951,570
5/7/1951,532
5/8/1951,509
5/9/1951,473
5/10/1951,434
5/11/1951,490
5/12/1951,604
5/13/1951,560
5/14/1951,469
5/15/1951,405
5/16/1951,373
5/17/1951,354
5/18/1951,339
5/19/1951,320
5/20/1951,306
5/21/1951,299
5/22/1951,288
5/23/1951,275
5/24/1951,271
5/25/1951,258
5/26/1951,242
5/27/1951,284
5/28/1951,346
5/29/1951,617
5/30/1951,559
5/31/1951,422
6/1/1951,346
6/2/1951,306
6/3/1951,292
6/4/1951,268
6/5/1951,252
6/6/1951,233
6/7/1951,211
6/8/1951,197
6/9/1951,182
6/10/1951,191
6/11/1951,217
6/12/1951,182
6/13/1951,193
6/14/1951,262
6/15/1951,357
6/16/1951,317
6/17/1951,265
6/18/1951,223
6/19/1951,174
6/20/1951,169
6/21/1951,153
6/22/1951,153
6/23/1951,244
6/24/1951,285
6/25/1951,280
6/26/1951,737
6/27/1951,430
6/28/1951,362
6/29/1951,374
6/30/1951,526
7/1/1951,843
7/2/1951,725
7/3/1951,551
7/4/1951,443
7/5/1951,426
7/6/1951,496
7/7/1951,514
7/8/1951,377
7/9/1951,313
7/10/1951,271
7/11/1951,252
7/12/1951,691
7/13/1951,828
7/14/1951,561
7/15/1951,405
7/16/1951,332
7/17/1951,296
7/18/1951,343
7/19/1951,639
7/20/1951,1730
7/21/1951,1040
7/22/1951,748
7/23/1951,765
7/24/1951,619
7/25/1951,500
7/26/1951,426
7/27/1951,373
7/28/1951,1150
7/29/1951,4700
7/30/1951,2140
7/31/1951,1380
8/1/1951,1250
8/2/1951,941
8/3/1951,736
8/4/1951,645
8/5/1951,556
8/6/1951,456
8/7/1951,405
8/8/1951,385
8/9/1951,362
8/10/1951,332
8/11/1951,306
8/12/1951,282
8/13/1951,310
8/14/1951,285
8/15/1951,380
8/16/1951,946
8/17/1951,1300
8/18/1951,800
8/19/1951,560
8/20/1951,580
8/21/1951,540
8/22/1951,460
8/23/1951,390
8/24/1951,340
8/25/1951,310
8/26/1951,270
8/27/1951,245
8/28/1951,225
8/29/1951,210
8/30/1951,195
8/31/1951,180
9/1/1951,170
9/2/1951,240
9/3/1951,340
9/4/1951,380
9/5/1951,270
9/6/1951,260
9/7/1951,330
9/8/1951,350
9/9/1951,320
9/10/1951,260
9/11/1951,235
9/12/1951,225
9/13/1951,225
9/14/1951,220
9/15/1951,500
9/16/1951,580
9/17/1951,400
9/18/1951,350
9/19/1951,310
9/20/1951,280
9/21/1951,260
9/22/1951,240
9/23/1951,235
9/24/1951,225
9/25/1951,225
9/26/1951,280
9/27/1951,240
9/28/1951,260
9/29/1951,220
9/30/1951,200
10/1/1951,190
10/2/1951,180
10/3/1951,175
10/4/1951,170
10/5/1951,160
10/6/1951,155
10/7/1951,190
10/8/1951,480
10/9/1951,580
10/10/1951,380
10/11/1951,340
10/12/1951,860
10/13/1951,940
10/14/1951,660
10/15/1951,580
10/16/1951,540
10/17/1951,480
10/18/1951,430
10/19/1951,400
10/20/1951,370
10/21/1951,350
10/22/1951,330
10/23/1951,310
10/24/1951,310
10/25/1951,500
10/26/1951,680
10/27/1951,470
10/28/1951,440
10/29/1951,480
10/30/1951,480
10/31/1951,420
11/1/1951,430
11/2/1951,470
11/3/1951,3540
11/4/1951,4160
11/5/1951,2520
11/6/1951,1910
11/7/1951,3020
11/8/1951,6170
11/9/1951,3940
11/10/1951,2810
11/11/1951,2200
11/12/1951,1780
11/13/1951,1480
11/14/1951,1340
11/15/1951,1540
11/16/1951,1380
11/17/1951,1420
11/18/1951,1190
11/19/1951,1080
11/20/1951,990
11/21/1951,911
11/22/1951,861
11/23/1951,1120
11/24/1951,2010
11/25/1951,1950
11/26/1951,1700
11/27/1951,1640
11/28/1951,1300
11/29/1951,1250
11/30/1951,1130
12/1/1951,1060
12/2/1951,1080
12/3/1951,1090
12/4/1951,1090
12/5/1951,1720
12/6/1951,1940
12/7/1951,1700
12/8/1951,1740
12/9/1951,2110
12/10/1951,2350
12/11/1951,1900
12/12/1951,1730
12/13/1951,1500
12/14/1951,1200
12/15/1951,1060
12/16/1951,860
12/17/1951,620
12/18/1951,660
12/19/1951,620
12/20/1951,560
12/21/1951,2150
12/22/1951,4410
12/23/1951,2400
12/24/1951,2050
12/25/1951,1600
12/26/1951,1500
12/27/1951,1250
12/28/1951,980
12/29/1951,1040
12/30/1951,1270
12/31/1951,2470
1/1/1952,3000
1/2/1952,3720
1/3/1952,3030
1/4/1952,2400
1/5/1952,2150
1/6/1952,1850
1/7/1952,1500
1/8/1952,1140
1/9/1952,1220
1/10/1952,1180
1/11/1952,960
1/12/1952,840
1/13/1952,820
1/14/1952,830
1/15/1952,1360
1/16/1952,1990
1/17/1952,1440
1/18/1952,3100
1/19/1952,2400
1/20/1952,2150
1/21/1952,1900
1/22/1952,1400
1/23/1952,2000
1/24/1952,1650
1/25/1952,1100
1/26/1952,1950
1/27/1952,6990
1/28/1952,4360
1/29/1952,2700
1/30/1952,1750
1/31/1952,1450
2/1/1952,1480
2/2/1952,2420
2/3/1952,2000
2/4/1952,2650
2/5/1952,4270
2/6/1952,3100
2/7/1952,2400
2/8/1952,1950
2/9/1952,1750
2/10/1952,1530
2/11/1952,1350
2/12/1952,1160
2/13/1952,840
2/14/1952,620
2/15/1952,580
2/16/1952,620
2/17/1952,640
2/18/1952,620
2/19/1952,580
2/20/1952,560
2/21/1952,540
2/22/1952,500
2/23/1952,460
2/24/1952,420
2/25/1952,410
2/26/1952,390
2/27/1952,380
2/28/1952,410
2/29/1952,390
3/1/1952,320
3/2/1952,300
3/3/1952,320
3/4/1952,320
3/5/1952,400
3/6/1952,400
3/7/1952,340
3/8/1952,320
3/9/1952,310
3/10/1952,330
3/11/1952,3900
3/12/1952,7800
3/13/1952,3760
3/14/1952,2430
3/15/1952,1800
3/16/1952,1550
3/17/1952,1300
3/18/1952,1180
3/19/1952,1230
3/20/1952,1150
3/21/1952,1500
3/22/1952,4830
3/23/1952,3680
3/24/1952,4510
3/25/1952,3910
3/26/1952,3720
3/27/1952,3950
3/28/1952,3420
3/29/1952,2740
3/30/1952,2250
3/31/1952,1600
4/1/1952,2160
4/2/1952,4910
4/3/1952,4820
4/4/1952,3570
4/5/1952,3580
4/6/1952,5550
4/7/1952,4130
4/8/1952,3220
4/9/1952,2520
4/10/1952,2050
4/11/1952,1810
4/12/1952,1560
4/13/1952,1580
4/14/1952,2520
4/15/1952,2840
4/16/1952,2330
4/17/1952,1930
4/18/1952,1640
4/19/1952,1410
4/20/1952,1220
4/21/1952,1040
4/22/1952,924
4/23/1952,892
4/24/1952,830
4/25/1952,929
4/26/1952,1280
4/27/1952,1010
4/28/1952,930
4/29/1952,1160
4/30/1952,1020
5/1/1952,886
5/2/1952,818
5/3/1952,753
5/4/1952,697
5/5/1952,634
5/6/1952,599
5/7/1952,546
5/8/1952,514
5/9/1952,482
5/10/1952,439
5/11/1952,484
5/12/1952,1430
5/13/1952,2510
5/14/1952,2140
5/15/1952,1900
5/16/1952,1860
5/17/1952,1590
5/18/1952,1400
5/19/1952,1340
5/20/1952,1160
5/21/1952,1320
5/22/1952,1380
5/23/1952,1170
5/24/1952,963
5/25/1952,1150
5/26/1952,1890
5/27/1952,1580
5/28/1952,1270
5/29/1952,1140
5/30/1952,1120
5/31/1952,924
6/1/1952,879
6/2/1952,1410
6/3/1952,1070
6/4/1952,848
6/5/1952,1020
6/6/1952,945
6/7/1952,923
6/8/1952,846
6/9/1952,719
6/10/1952,687
6/11/1952,580
6/12/1952,523
6/13/1952,469
6/14/1952,414
6/15/1952,370
6/16/1952,332
6/17/1952,317
6/18/1952,299
6/19/1952,296
6/20/1952,292
6/21/1952,265
6/22/1952,242
6/23/1952,233
6/24/1952,226
6/25/1952,214
6/26/1952,197
6/27/1952,174
6/28/1952,156
6/29/1952,163
6/30/1952,166
7/1/1952,153
7/2/1952,141
7/3/1952,127
7/4/1952,121
7/5/1952,119
7/6/1952,110
7/7/1952,106
7/8/1952,102
7/9/1952,201
7/10/1952,3560
7/11/1952,2530
7/12/1952,1150
7/13/1952,759
7/14/1952,580
7/15/1952,469
7/16/1952,397
7/17/1952,343
7/18/1952,299
7/19/1952,285
7/20/1952,262
7/21/1952,383
7/22/1952,545
7/23/1952,355
7/24/1952,268
7/25/1952,258
7/26/1952,223
7/27/1952,199
7/28/1952,190
7/29/1952,190
7/30/1952,178
7/31/1952,164
8/1/1952,149
8/2/1952,165
8/3/1952,160
8/4/1952,140
8/5/1952,135
8/6/1952,133
8/7/1952,124
8/8/1952,119
8/9/1952,114
8/10/1952,138
8/11/1952,182
8/12/1952,223
8/13/1952,231
8/14/1952,214
8/15/1952,187
8/16/1952,173
8/17/1952,193
8/18/1952,214
8/19/1952,190
8/20/1952,145
8/21/1952,140
8/22/1952,160
8/23/1952,170
8/24/1952,150
8/25/1952,125
8/26/1952,114
8/27/1952,100
8/28/1952,94
8/29/1952,90
8/30/1952,90
8/31/1952,88
9/1/1952,250
9/2/1952,1010
9/3/1952,905
9/4/1952,664
9/5/1952,469
9/6/1952,380
9/7/1952,330
9/8/1952,280
9/9/1952,250
9/10/1952,225
9/11/1952,205
9/12/1952,185
9/13/1952,170
9/14/1952,155
9/15/1952,150
9/16/1952,175
9/17/1952,235
9/18/1952,185
9/19/1952,180
9/20/1952,195
9/21/1952,190
9/22/1952,175
9/23/1952,160
9/24/1952,150
9/25/1952,140
9/26/1952,130
9/27/1952,124
9/28/1952,118
9/29/1952,114
9/30/1952,110
10/1/1952,100
10/2/1952,110
10/3/1952,170
10/4/1952,200
10/5/1952,170
10/6/1952,135
10/7/1952,124
10/8/1952,130
10/9/1952,122
10/10/1952,118
10/11/1952,110
10/12/1952,102
10/13/1952,98
10/14/1952,94
10/15/1952,92
10/16/1952,88
10/17/1952,84
10/18/1952,82
10/19/1952,82
10/20/1952,82
10/21/1952,82
10/22/1952,82
10/23/1952,79
10/24/1952,77
10/25/1952,72
10/26/1952,69
10/27/1952,69
10/28/1952,69
10/29/1952,69
10/30/1952,72
10/31/1952,72
11/1/1952,72
11/2/1952,72
11/3/1952,77
11/4/1952,74
11/5/1952,74
11/6/1952,72
11/7/1952,74
11/8/1952,74
11/9/1952,82
11/10/1952,87
11/11/1952,87
11/12/1952,84
11/13/1952,87
11/14/1952,84
11/15/1952,79
11/16/1952,84
11/17/1952,90
11/18/1952,105
11/19/1952,111
11/20/1952,111
11/21/1952,202
11/22/1952,402
11/23/1952,821
11/24/1952,934
11/25/1952,665
11/26/1952,556
11/27/1952,504
11/28/1952,486
11/29/1952,422
11/30/1952,370
12/1/1952,300
12/2/1952,270
12/3/1952,310
12/4/1952,290
12/5/1952,380
12/6/1952,1180
12/7/1952,920
12/8/1952,730
12/9/1952,681
12/10/1952,725
12/11/1952,8300
12/12/1952,11900
12/13/1952,5020
12/14/1952,3210
12/15/1952,2260
12/16/1952,1810
12/17/1952,1500
12/18/1952,1280
12/19/1952,1070
12/20/1952,898
12/21/1952,818
12/22/1952,1010
12/23/1952,983
12/24/1952,918
12/25/1952,1010
12/26/1952,940
12/27/1952,800
12/28/1952,490
12/29/1952,520
12/30/1952,600
12/31/1952,600
1/1/1953,540
1/2/1953,500
1/3/1953,520
1/4/1953,500
1/5/1953,400
1/6/1953,350
1/7/1953,320
1/8/1953,330
1/9/1953,400
1/10/1953,580
1/11/1953,1180
1/12/1953,1080
1/13/1953,860
1/14/1953,760
1/15/1953,714
1/16/1953,1230
1/17/1953,1730
1/18/1953,2030
1/19/1953,2690
1/20/1953,1960
1/21/1953,1770
1/22/1953,1540
1/23/1953,1360
1/24/1953,5870
