,Year,Month,Day,Prec,Tmax,Tmin
5468,1955,9,21,0,261,133
5469,1955,9,22,0,244,33
5470,1955,9,23,0,183,0
5471,1955,9,24,0,161,22
5472,1955,9,25,208,172,100
5473,1955,9,26,150,172,89
5474,1955,9,27,0,167,6
5475,1955,9,28,0,178,6
5476,1955,9,29,157,183,122
5477,1955,9,30,0,200,56
5478,1955,10,1,0,183,139
5479,1955,10,2,86,167,106
5480,1955,10,3,0,194,22
5481,1955,10,4,0,189,28
5482,1955,10,5,0,217,28
5483,1955,10,6,0,244,89
5484,1955,10,7,102,211,122
5485,1955,10,8,178,222,139
5486,1955,10,9,124,194,111
5487,1955,10,10,0,189,17
5488,1955,10,11,0,239,56
5489,1955,10,12,0,261,50
5490,1955,10,13,0,256,61
5491,1955,10,14,0,211,83
5492,1955,10,15,0,161,128
5493,1955,10,16,64,183,106
5494,1955,10,17,587,139,56
5495,1955,10,18,170,100,11
5496,1955,10,19,5,117,56
5497,1955,10,20,20,117,61
5498,1955,10,21,0,156,61
5499,1955,10,22,0,133,39
5500,1955,10,23,20,106,-33
5501,1955,10,24,0,139,-56
5502,1955,10,25,0,200,67
5503,1955,10,26,160,78,-11
5504,1955,10,27,0,117,0
5505,1955,10,28,8,128,33
5506,1955,10,29,0,222,-17
5507,1955,10,30,0,194,44
5508,1955,10,31,249,172,139
5509,1955,11,1,124,161,39
5510,1955,11,2,0,117,0
5511,1955,11,3,0,189,-17
5512,1955,11,4,0,150,89
5513,1955,11,5,114,100,0
5514,1955,11,6,13,33,-11
5515,1955,11,7,5,39,0
5516,1955,11,8,0,89,-22
5517,1955,11,9,18,72,-39
5518,1955,11,10,0,50,-28
5519,1955,11,11,0,78,-44
5520,1955,11,12,74,56,0
5521,1955,11,13,0,133,28
5522,1955,11,14,0,133,28
5523,1955,11,15,84,156,89
5524,1955,11,16,0,83,17
5525,1955,11,17,66,122,11
5526,1955,11,18,89,117,-22
5527,1955,11,19,0,17,-11
5528,1955,11,20,8,6,-33
5529,1955,11,21,46,-28,-67
5530,1955,11,22,0,22,-67
5531,1955,11,23,5,22,-44
5532,1955,11,24,0,67,-61
5533,1955,11,25,18,72,0
5534,1955,11,26,0,6,-39
5535,1955,11,27,0,0,-39
5536,1955,11,28,8,28,-44
5537,1955,11,29,0,44,-39
5538,1955,11,30,0,0,-144
5539,1955,12,1,10,6,-94
5540,1955,12,2,36,-11,-89
5541,1955,12,3,0,-17,-122
5542,1955,12,4,38,39,-22
5543,1955,12,5,48,72,17
5544,1955,12,6,18,78,-22
5545,1955,12,7,13,-11,-83
5546,1955,12,8,0,-11,-144
5547,1955,12,9,0,17,-89
5548,1955,12,10,0,0,-44
5549,1955,12,11,30,-22,-117
5550,1955,12,12,8,-28,-83
5551,1955,12,13,10,-22,-56
5552,1955,12,14,0,-22,-67
5553,1955,12,15,0,-11,-156
5554,1955,12,16,56,-6,-56
5555,1955,12,17,30,-44,-139
5556,1955,12,18,0,-17,-172
5557,1955,12,19,0,-6,-117
5558,1955,12,20,23,-22,-100
5559,1955,12,21,0,-94,-211
5560,1955,12,22,0,-144,-300
5561,1955,12,23,0,-100,-233
5562,1955,12,24,53,-72,-244
5563,1955,12,25,0,61,-100
5564,1955,12,26,0,89,-22
5565,1955,12,27,0,-17,-111
5566,1955,12,28,0,-94,-139
5567,1955,12,29,0,-22,-139
5568,1955,12,30,0,-28,-150
5569,1955,12,31,20,-17,-117
5570,1956,1,1,0,-67,-133
5571,1956,1,2,53,-67,-133
5572,1956,1,3,0,-50,-267
5573,1956,1,4,23,11,-72
5574,1956,1,5,25,22,0
5575,1956,1,6,0,11,-28
5576,1956,1,7,0,6,-83
5577,1956,1,8,0,-28,-83
5578,1956,1,9,0,-67,-161
5579,1956,1,10,58,44,-150
5580,1956,1,11,43,44,28
5581,1956,1,12,28,44,17
5582,1956,1,13,0,28,0
5583,1956,1,14,38,6,-56
5584,1956,1,15,5,-44,-106
5585,1956,1,16,20,-11,-78
5586,1956,1,17,0,6,-72
5587,1956,1,18,10,0,-72
5588,1956,1,19,0,-44,-117
5589,1956,1,20,0,-39,-156
5590,1956,1,21,25,-39,-83
5591,1956,1,22,15,-28,-117
5592,1956,1,23,0,0,-117
5593,1956,1,24,20,-11,-106
5594,1956,1,25,0,-44,-111
5595,1956,1,26,0,-44,-100
5596,1956,1,27,8,-56,-117
5597,1956,1,28,10,-44,-144
5598,1956,1,29,0,0,-133
5599,1956,1,30,0,22,-111
5600,1956,1,31,20,44,0
5601,1956,2,1,79,44,-83
5602,1956,2,2,0,-11,-128
5603,1956,2,3,25,11,-78
5604,1956,2,4,91,17,-78
5605,1956,2,5,0,-28,-222
5606,1956,2,6,61,11,-33
5607,1956,2,7,0,6,-122
5608,1956,2,8,170,17,-17
5609,1956,2,9,23,61,-22
5610,1956,2,10,0,50,-22
5611,1956,2,11,41,33,0
5612,1956,2,12,0,33,-6
5613,1956,2,13,84,44,0
5614,1956,2,14,0,17,-17
5615,1956,2,15,0,56,-122
5616,1956,2,16,0,44,-6
5617,1956,2,17,61,0,-78
5618,1956,2,18,0,-28,-122
5619,1956,2,19,94,22,-44
5620,1956,2,20,74,22,-33
5621,1956,2,21,0,6,-44
5622,1956,2,22,13,-11,-100
5623,1956,2,23,25,-67,-161
5624,1956,2,24,0,-50,-133
5625,1956,2,25,0,-6,-200
5626,1956,2,26,36,100,-39
5627,1956,2,27,168,100,-83
5628,1956,2,28,0,28,-17
5629,1956,2,29,43,11,-56
5630,1956,3,1,15,-28,-144
5631,1956,3,2,0,22,-189
5632,1956,3,3,5,78,17
5633,1956,3,4,0,72,-28
5634,1956,3,5,74,50,-39
5635,1956,3,6,0,61,-83
5636,1956,3,7,97,39,0
5637,1956,3,8,358,67,6
5638,1956,3,9,61,67,0
5639,1956,3,10,147,0,-72
5640,1956,3,11,0,44,-39
5641,1956,3,12,0,78,-33
5642,1956,3,13,0,78,-44
5643,1956,3,14,0,11,-67
5644,1956,3,15,58,11,-17
5645,1956,3,16,142,6,-50
5646,1956,3,17,0,-28,-156
5647,1956,3,18,163,-56,-128
5648,1956,3,19,0,-22,-250
5649,1956,3,20,0,-50,-106
5650,1956,3,21,0,28,-178
5651,1956,3,22,0,39,-194
5652,1956,3,23,0,67,-183
5653,1956,3,24,0,50,-56
5654,1956,3,25,89,11,-78
5655,1956,3,26,0,-39,-194
5656,1956,3,27,8,28,-94
5657,1956,3,28,0,17,-72
5658,1956,3,29,0,39,-156
5659,1956,3,30,0,33,-106
5660,1956,3,31,0,28,-17
5661,1956,4,1,0,6,-33
5662,1956,4,2,38,44,-33
5663,1956,4,3,0,67,-106
5664,1956,4,4,152,78,11
5665,1956,4,5,0,167,22
5666,1956,4,6,102,156,28
5667,1956,4,7,0,172,-33
5668,1956,4,8,23,133,11
5669,1956,4,9,312,22,-28
5670,1956,4,10,38,61,-50
5671,1956,4,11,0,72,-78
5672,1956,4,12,0,100,-50
5673,1956,4,13,0,122,-44
5674,1956,4,14,0,117,-28
5675,1956,4,15,13,111,-39
5676,1956,4,16,0,100,44
5677,1956,4,17,43,139,83
5678,1956,4,18,46,89,17
5679,1956,4,19,0,61,-6
5680,1956,4,20,25,61,-11
5681,1956,4,21,0,33,-22
5682,1956,4,22,13,94,-67
5683,1956,4,23,91,94,0
5684,1956,4,24,94,67,0
5685,1956,4,25,30,61,-22
5686,1956,4,26,0,106,-72
5687,1956,4,27,15,100,6
5688,1956,4,28,8,144,0
5689,1956,4,29,0,244,100
5690,1956,4,30,13,233,111
5691,1956,5,1,56,217,39
5692,1956,5,2,0,150,-17
5693,1956,5,3,0,150,0
5694,1956,5,4,28,172,39
5695,1956,5,5,0,172,11
5696,1956,5,6,38,144,-28
5697,1956,5,7,0,139,39
5698,1956,5,8,25,122,67
5699,1956,5,9,0,111,-44
5700,1956,5,10,0,167,-56
5701,1956,5,11,36,156,67
5702,1956,5,12,8,161,-17
5703,1956,5,13,33,256,72
5704,1956,5,14,48,244,128
5705,1956,5,15,0,250,122
5706,1956,5,16,84,244,56
5707,1956,5,17,28,183,56
5708,1956,5,18,33,117,-28
5709,1956,5,19,20,100,28
5710,1956,5,20,0,183,39
5711,1956,5,21,0,178,17
5712,1956,5,22,0,211,33
5713,1956,5,23,15,278,100
5714,1956,5,24,0,272,89
5715,1956,5,25,76,100,-28
5716,1956,5,26,0,139,-56
5717,1956,5,27,0,200,-17
5718,1956,5,28,56,183,78
5719,1956,5,29,51,167,72
5720,1956,5,30,0,211,-11
5721,1956,5,31,0,239,128
5722,1956,6,1,25,267,189
5723,1956,6,2,457,244,161
5724,1956,6,3,0,178,72
5725,1956,6,4,254,222,100
5726,1956,6,5,48,206,94
5727,1956,6,6,0,211,94
5728,1956,6,7,0,239,61
5729,1956,6,8,0,267,61
5730,1956,6,9,0,283,111
5731,1956,6,10,0,267,144
5732,1956,6,11,0,228,139
5733,1956,6,12,53,233,83
5734,1956,6,13,0,294,72
5735,1956,6,14,13,317,167
5736,1956,6,15,0,322,144
5737,1956,6,16,0,317,144
5738,1956,6,17,0,306,167
5739,1956,6,18,43,261,178
5740,1956,6,19,0,228,67
5741,1956,6,20,0,217,22
5742,1956,6,21,0,211,78
5743,1956,6,22,0,222,139
5744,1956,6,23,8,289,139
5745,1956,6,24,0,283,94
5746,1956,6,25,89,272,194
5747,1956,6,26,0,267,178
5748,1956,6,27,0,250,72
5749,1956,6,28,8,267,111
5750,1956,6,29,64,256,111
5751,1956,6,30,5,200,111
5752,1956,7,1,0,272,44
5753,1956,7,2,0,311,150
5754,1956,7,3,36,294,172
5755,1956,7,4,0,278,111
5756,1956,7,5,0,267,139
5757,1956,7,6,97,211,122
5758,1956,7,7,348,150,117
5759,1956,7,8,10,239,133
5760,1956,7,9,0,278,128
5761,1956,7,10,180,278,172
5762,1956,7,11,0,272,150
5763,1956,7,12,8,256,139
5764,1956,7,13,0,233,111
5765,1956,7,14,0,250,133
5766,1956,7,15,81,233,150
5767,1956,7,16,15,250,94
5768,1956,7,17,0,228,144
5769,1956,7,18,0,222,67
5770,1956,7,19,0,239,50
5771,1956,7,20,0,261,56
5772,1956,7,21,23,256,133
5773,1956,7,22,127,189,139
5774,1956,7,23,61,267,144
5775,1956,7,24,188,261,150
5776,1956,7,25,61,261,139
5777,1956,7,26,64,256,122
5778,1956,7,27,0,250,111
5779,1956,7,28,0,278,189
5780,1956,7,29,0,272,178
5781,1956,7,30,0,283,122
5782,1956,7,31,0,206,56
5783,1956,8,1,0,228,56
5784,1956,8,2,0,233,122
5785,1956,8,3,0,233,100
5786,1956,8,4,0,233,44
5787,1956,8,5,0,256,44
5788,1956,8,6,0,256,89
5789,1956,8,7,0,239,144
5790,1956,8,8,0,267,144
5791,1956,8,9,0,278,122
5792,1956,8,10,0,294,100
5793,1956,8,11,0,289,178
5794,1956,8,12,0,267,133
5795,1956,8,13,0,261,133
5796,1956,8,14,0,244,100
5797,1956,8,15,231,261,178
5798,1956,8,16,0,261,106
5799,1956,8,17,0,278,94
5800,1956,8,18,0,300,128
5801,1956,8,19,0,294,94
5802,1956,8,20,66,250,183
5803,1956,8,21,8,206,89
5804,1956,8,22,0,206,117
5805,1956,8,23,0,228,67
5806,1956,8,24,0,222,133
5807,1956,8,25,58,206,144
5808,1956,8,26,0,211,44
5809,1956,8,27,0,233,50
5810,1956,8,28,0,239,89
5811,1956,8,29,0,256,178
5812,1956,8,30,107,261,189
5813,1956,8,31,137,256,167
5814,1956,9,1,145,289,189
5815,1956,9,2,66,289,156
5816,1956,9,3,64,267,183
5817,1956,9,4,10,244,100
5818,1956,9,5,0,261,128
5819,1956,9,6,0,289,133
5820,1956,9,7,0,233,156
5821,1956,9,8,112,206,100
5822,1956,9,9,0,167,44
5823,1956,9,10,0,156,11
5824,1956,9,11,0,172,6
5825,1956,9,12,0,167,33
5826,1956,9,13,0,217,67
5827,1956,9,14,0,250,100
5828,1956,9,15,0,250,194
5829,1956,9,16,112,189,44
5830,1956,9,17,163,144,111
5831,1956,9,18,206,178,150
5832,1956,9,19,183,156,67
5833,1956,9,20,0,167,-11
5834,1956,9,21,234,156,56
5835,1956,9,22,15,133,-33
5836,1956,9,23,0,194,-11
5837,1956,9,24,13,250,100
5838,1956,9,25,429,228,100
5839,1956,9,26,8,156,56
5840,1956,9,27,0,144,11
5841,1956,9,28,0,128,39
5842,1956,9,29,0,144,56
5843,1956,9,30,0,217,61
5844,1956,10,1,0,211,78
5845,1956,10,2,53,144,50
5846,1956,10,3,0,194,17
5847,1956,10,4,36,183,94
5848,1956,10,5,0,172,28
5849,1956,10,6,130,133,44
5850,1956,10,7,0,161,-22
5851,1956,10,8,64,144,83
5852,1956,10,9,33,189,22
5853,1956,10,10,0,172,67
5854,1956,10,11,0,106,-17
5855,1956,10,12,0,100,-61
5856,1956,10,13,0,133,-44
5857,1956,10,14,0,189,6
5858,1956,10,15,0,244,17
5859,1956,10,16,0,272,39
5860,1956,10,17,0,267,33
5861,1956,10,18,0,272,33
5862,1956,10,19,0,239,56
5863,1956,10,20,0,161,-22
5864,1956,10,21,0,156,-6
5865,1956,10,22,0,206,83
5866,1956,10,23,0,189,44
5867,1956,10,24,36,189,133
5868,1956,10,25,64,167,94
5869,1956,10,26,0,150,-33
5870,1956,10,27,0,117,-33
5871,1956,10,28,13,122,67
5872,1956,10,29,20,156,78
5873,1956,10,30,0,183,-28
5874,1956,10,31,0,200,-6
5875,1956,11,1,0,172,67
5876,1956,11,2,15,233,144
5877,1956,11,3,211,200,144
5878,1956,11,4,0,178,100
5879,1956,11,5,0,183,106
5880,1956,11,6,0,178,28
5881,1956,11,7,0,178,-6
5882,1956,11,8,0,156,44
5883,1956,11,9,5,144,44
5884,1956,11,10,0,89,-11
5885,1956,11,11,3,33,-72
5886,1956,11,12,0,22,-106
5887,1956,11,13,8,117,17
5888,1956,11,14,43,61,-17
5889,1956,11,15,0,144,-22
5890,1956,11,16,0,211,22
5891,1956,11,17,0,172,89
5892,1956,11,18,28,94,-39
5893,1956,11,19,76,22,-22
5894,1956,11,20,51,72,-122
5895,1956,11,21,25,83,-44
5896,1956,11,22,0,144,28
5897,1956,11,23,203,139,0
5898,1956,11,24,0,11,-83
5899,1956,11,25,0,-17,-150
5900,1956,11,26,0,-6,-122
5901,1956,11,27,23,67,-22
5902,1956,11,28,0,28,-33
5903,1956,11,29,15,33,-67
5904,1956,11,30,0,22,-28
5905,1956,12,1,13,-11,-133
5906,1956,12,2,0,0,-100
5907,1956,12,3,0,0,-61
5908,1956,12,4,38,44,-17
5909,1956,12,5,0,33,0
5910,1956,12,6,0,44,-61
5911,1956,12,7,0,156,11
5912,1956,12,8,0,150,50
5913,1956,12,9,38,139,-11
5914,1956,12,10,64,0,-56
5915,1956,12,11,61,-6,-117
5916,1956,12,12,0,44,-56
5917,1956,12,13,43,83,33
5918,1956,12,14,8,106,-28
5919,1956,12,15,18,17,-39
5920,1956,12,16,310,39,-6
5921,1956,12,17,58,67,28
5922,1956,12,18,0,50,-22
5923,1956,12,19,30,50,-83
5924,1956,12,20,0,33,-128
5925,1956,12,21,0,33,-17
5926,1956,12,22,15,50,-33
5927,1956,12,23,8,67,22
5928,1956,12,24,124,56,11
5929,1956,12,25,20,78,22
5930,1956,12,26,99,67,-39
5931,1956,12,27,0,-22,-56
5932,1956,12,28,0,-6,-67
5933,1956,12,29,15,17,-11
5934,1956,12,30,112,0,-67
5935,1956,12,31,10,-61,-167
5936,1957,1,1,36,17,-194
5937,1957,1,2,41,-17,-172
5938,1957,1,3,0,-106,-178
5939,1957,1,4,0,-50,-139
5940,1957,1,5,0,11,-94
5941,1957,1,6,10,-6,-117
5942,1957,1,7,0,-44,-211
5943,1957,1,8,18,-17,-100
5944,1957,1,9,25,-6,-44
5945,1957,1,10,0,6,-94
5946,1957,1,11,58,-6,-94
5947,1957,1,12,66,-61,-183
5948,1957,1,13,0,-17,-139
5949,1957,1,14,38,-17,-150
5950,1957,1,15,0,-106,-317
5951,1957,1,16,0,-133,-328
5952,1957,1,17,23,-50,-167
5953,1957,1,18,0,-78,-278
5954,1957,1,19,0,-83,-300
5955,1957,1,20,0,-50,-178
5956,1957,1,21,0,6,-222
5957,1957,1,22,0,78,-11
5958,1957,1,23,0,111,39
5959,1957,1,24,140,139,-94
5960,1957,1,25,18,-61,-167
5961,1957,1,26,0,-39,-111
5962,1957,1,27,23,-33,-94
5963,1957,1,28,28,-11,-117
5964,1957,1,29,0,-33,-150
5965,1957,1,30,56,6,-50
5966,1957,1,31,33,6,-78
5967,1957,2,1,0,0,-150
5968,1957,2,2,33,0,-78
5969,1957,2,3,36,-6,-83
5970,1957,2,4,0,17,-161
5971,1957,2,5,18,33,6
5972,1957,2,6,0,17,-78
5973,1957,2,7,0,50,-100
5974,1957,2,8,0,56,-67
5975,1957,2,9,0,33,-44
5976,1957,2,10,0,44,-72
5977,1957,2,11,66,56,-44
5978,1957,2,12,0,-28,-89
5979,1957,2,13,0,11,-161
5980,1957,2,14,0,0,-67
5981,1957,2,15,8,6,-44
5982,1957,2,16,0,39,-83
5983,1957,2,17,0,33,-78
5984,1957,2,18,28,-11,-111
5985,1957,2,19,18,11,-56
5986,1957,2,20,0,11,-56
5987,1957,2,21,0,-44,-89
5988,1957,2,22,13,-11,-78
5989,1957,2,23,0,44,-122
5990,1957,2,24,0,50,-22
5991,1957,2,25,0,56,-61
5992,1957,2,26,0,122,6
5993,1957,2,27,0,122,6
5994,1957,2,28,157,111,-50
5995,1957,3,1,0,11,-117
5996,1957,3,2,0,11,-44
5997,1957,3,3,15,17,-56
5998,1957,3,4,28,-11,-89
5999,1957,3,5,0,-22,-117
6000,1957,3,6,0,6,-144
6001,1957,3,7,0,78,-111
6002,1957,3,8,0,83,-28
6003,1957,3,9,0,50,0
6004,1957,3,10,130,11,-11
6005,1957,3,11,107,-6,-56
6006,1957,3,12,0,33,-156
6007,1957,3,13,18,117,11
6008,1957,3,14,0,144,-39
6009,1957,3,15,0,217,-33
6010,1957,3,16,0,194,44
6011,1957,3,17,86,94,-11
6012,1957,3,18,0,83,-56
6013,1957,3,19,0,44,-50
6014,1957,3,20,0,33,-17
6015,1957,3,21,23,17,-6
6016,1957,3,22,25,17,-6
6017,1957,3,23,0,89,-72
6018,1957,3,24,0,111,-56
6019,1957,3,25,0,78,-50
6020,1957,3,26,0,72,-83
6021,1957,3,27,0,61,-17
6022,1957,3,28,0,67,11
6023,1957,3,29,0,89,-17
6024,1957,3,30,0,72,-11
6025,1957,3,31,0,50,-33
6026,1957,4,1,20,89,-100
6027,1957,4,2,0,144,-67
6028,1957,4,3,84,122,28
6029,1957,4,4,36,33,-56
6030,1957,4,5,0,28,-28
6031,1957,4,6,213,111,-22
6032,1957,4,7,132,133,22
6033,1957,4,8,53,72,6
6034,1957,4,9,51,72,-11
6035,1957,4,10,193,6,-39
6036,1957,4,11,0,39,-78
6037,1957,4,12,0,128,-61
6038,1957,4,13,0,117,0
6039,1957,4,14,30,33,-61
6040,1957,4,15,33,17,-39
6041,1957,4,16,0,67,-67
6042,1957,4,17,0,150,-61
6043,1957,4,18,18,122,56
6044,1957,4,19,0,178,33
6045,1957,4,20,76,200,72
6046,1957,4,21,0,261,83
6047,1957,4,22,28,250,161
6048,1957,4,23,0,206,44
6049,1957,4,24,0,244,89
6050,1957,4,25,0,261,133
6051,1957,4,26,0,261,117
6052,1957,4,27,79,256,111
6053,1957,4,28,0,289,100
6054,1957,4,29,20,233,128
6055,1957,4,30,0,206,67
6056,1957,5,1,0,200,44
6057,1957,5,2,0,217,22
6058,1957,5,3,0,189,-22
6059,1957,5,4,0,83,-39
6060,1957,5,5,0,111,-6
6061,1957,5,6,0,172,-17
6062,1957,5,7,0,167,-17
6063,1957,5,8,0,233,-17
6064,1957,5,9,0,250,28
6065,1957,5,10,0,272,100
6066,1957,5,11,0,272,117
6067,1957,5,12,211,244,89
6068,1957,5,13,173,222,94
6069,1957,5,14,56,217,139
6070,1957,5,15,0,200,83
6071,1957,5,16,81,256,117
6072,1957,5,17,0,239,39
6073,1957,5,18,0,178,-33
6074,1957,5,19,48,172,56
6075,1957,5,20,13,122,56
6076,1957,5,21,411,72,44
6077,1957,5,22,122,172,39
6078,1957,5,23,0,178,67
6079,1957,5,24,13,267,122
6080,1957,5,25,0,256,106
6081,1957,5,26,0,228,17
6082,1957,5,27,15,261,106
6083,1957,5,28,30,256,150
6084,1957,5,29,28,211,61
6085,1957,5,30,0,200,-6
6086,1957,5,31,0,239,28
6087,1957,6,1,0,256,83
6088,1957,6,2,0,244,89
6089,1957,6,3,0,228,94
6090,1957,6,4,74,217,67
6091,1957,6,5,0,222,83
6092,1957,6,6,0,244,50
6093,1957,6,7,0,244,83
6094,1957,6,8,127,233,139
6095,1957,6,9,0,194,44
6096,1957,6,10,0,233,33
6097,1957,6,11,0,244,28
6098,1957,6,12,0,278,89
6099,1957,6,13,18,267,172
6100,1957,6,14,0,289,100
6101,1957,6,15,147,283,150
6102,1957,6,16,0,317,150
6103,1957,6,17,0,311,172
6104,1957,6,18,0,317,172
6105,1957,6,19,0,333,167
6106,1957,6,20,0,317,194
6107,1957,6,21,33,222,100
6108,1957,6,22,0,278,78
6109,1957,6,23,0,294,94
6110,1957,6,24,0,283,150
6111,1957,6,25,81,311,167
6112,1957,6,26,71,294,189
6113,1957,6,27,196,267,161
6114,1957,6,28,0,289,144
6115,1957,6,29,0,289,167
6116,1957,6,30,43,272,172
6117,1957,7,1,0,233,156
6118,1957,7,2,43,211,122
6119,1957,7,3,0,217,44
6120,1957,7,4,0,267,28
6121,1957,7,5,51,278,161
6122,1957,7,6,112,267,189
6123,1957,7,7,36,239,111
6124,1957,7,8,0,272,83
6125,1957,7,9,0,283,117
6126,1957,7,10,30,283,167
6127,1957,7,11,0,261,106
6128,1957,7,12,0,228,56
6129,1957,7,13,0,250,56
6130,1957,7,14,135,239,128
6131,1957,7,15,0,278,167
6132,1957,7,16,0,267,150
6133,1957,7,17,0,228,78
6134,1957,7,18,0,261,72
6135,1957,7,19,0,289,83
6136,1957,7,20,0,289,94
6137,1957,7,21,0,317,111
6138,1957,7,22,0,322,156
6139,1957,7,23,0,311,178
6140,1957,7,24,284,233,161
6141,1957,7,25,0,233,78
6142,1957,7,26,5,250,83
6143,1957,7,27,0,272,150
6144,1957,7,28,0,267,133
6145,1957,7,29,20,250,172
6146,1957,7,30,0,261,128
6147,1957,7,31,226,283,150
6148,1957,8,1,86,278,167
6149,1957,8,2,0,272,133
6150,1957,8,3,0,272,100
6151,1957,8,4,0,306,128
6152,1957,8,5,71,294,172
6153,1957,8,6,41,217,111
6154,1957,8,7,0,194,50
6155,1957,8,8,0,228,67
6156,1957,8,9,0,267,83
6157,1957,8,10,0,272,144
6158,1957,8,11,15,250,167
6159,1957,8,12,86,283,133
6160,1957,8,13,30,272,144
6161,1957,8,14,0,217,44
6162,1957,8,15,0,267,72
6163,1957,8,16,0,294,172
6164,1957,8,17,0,272,144
6165,1957,8,18,0,211,56
6166,1957,8,19,0,239,44
6167,1957,8,20,0,250,78
6168,1957,8,21,8,244,133
6169,1957,8,22,0,239,83
6170,1957,8,23,13,239,61
6171,1957,8,24,0,256,44
6172,1957,8,25,0,267,50
6173,1957,8,26,0,239,122
6174,1957,8,27,30,233,156
6175,1957,8,28,0,222,128
6176,1957,8,29,0,233,28
6177,1957,8,30,0,194,72
6178,1957,8,31,53,194,128
6179,1957,9,1,0,244,117
6180,1957,9,2,0,256,67
6181,1957,9,3,0,272,67
6182,1957,9,4,33,283,189
6183,1957,9,5,8,278,122
6184,1957,9,6,13,200,72
6185,1957,9,7,0,211,61
6186,1957,9,8,0,211,56
6187,1957,9,9,0,211,100
6188,1957,9,10,0,250,33
6189,1957,9,11,0,239,89
6190,1957,9,12,0,239,150
6191,1957,9,13,0,272,100
6192,1957,9,14,0,272,183
6193,1957,9,15,48,250,156
6194,1957,9,16,107,228,111
6195,1957,9,17,61,250,211
6196,1957,9,18,0,228,111
6197,1957,9,19,0,244,56
6198,1957,9,20,0,250,56
6199,1957,9,21,0,239,139
6200,1957,9,22,0,272,183
6201,1957,9,23,0,306,206
6202,1957,9,24,147,278,111
6203,1957,9,25,15,178,44
6204,1957,9,26,0,217,-6
6205,1957,9,27,0,206,50
6206,1957,9,28,0,106,-61
6207,1957,9,29,0,144,-44
6208,1957,9,30,0,206,-39
6209,1957,10,1,0,211,-6
6210,1957,10,2,0,217,22
6211,1957,10,3,0,194,0
6212,1957,10,4,0,133,-33
6213,1957,10,5,0,122,-33
6214,1957,10,6,0,178,28
6215,1957,10,7,0,194,39
6216,1957,10,8,10,194,100
6217,1957,10,9,119,183,122
6218,1957,10,10,38,211,89
6219,1957,10,11,0,194,50
6220,1957,10,12,0,128,0
6221,1957,10,13,0,122,-67
6222,1957,10,14,0,139,-39
6223,1957,10,15,0,156,17
6224,1957,10,16,0,211,-33
6225,1957,10,17,0,222,-17
6226,1957,10,18,0,189,78
6227,1957,10,19,43,139,111
6228,1957,10,20,188,133,44
6229,1957,10,21,18,100,22
6230,1957,10,22,0,150,-44
6231,1957,10,23,0,189,-6
6232,1957,10,24,3,194,61
6233,1957,10,25,25,178,117
6234,1957,10,26,61,156,6
6235,1957,10,27,0,39,-22
6236,1957,10,28,0,22,-28
6237,1957,10,29,8,44,-39
6238,1957,10,30,0,139,-6
6239,1957,10,31,0,128,-17
6240,1957,11,1,0,156,33
6241,1957,11,2,0,133,-6
6242,1957,11,3,8,183,94
6243,1957,11,4,23,133,89
6244,1957,11,5,10,94,56
6245,1957,11,6,10,72,39
6246,1957,11,7,5,67,0
6247,1957,11,8,0,117,-67
6248,1957,11,9,0,128,-28
6249,1957,11,10,76,139,-6
6250,1957,11,11,0,17,-33
6251,1957,11,12,13,33,-133
6252,1957,11,13,0,122,-83
6253,1957,11,14,0,122,-61
6254,1957,11,15,0,133,56
6255,1957,11,16,224,139,83
6256,1957,11,17,0,161,-22
6257,1957,11,18,0,144,44
6258,1957,11,19,0,117,22
6259,1957,11,20,58,189,56
6260,1957,11,21,79,83,-17
6261,1957,11,22,0,61,-11
6262,1957,11,23,0,44,-22
6263,1957,11,24,0,39,-67
6264,1957,11,25,0,39,-6
6265,1957,11,26,0,22,-44
6266,1957,11,27,5,6,-78
6267,1957,11,28,0,56,-133
6268,1957,11,29,0,117,17
6269,1957,11,30,51,122,61
6270,1957,12,1,25,72,-17
6271,1957,12,2,112,28,-72
6272,1957,12,3,10,11,-39
6273,1957,12,4,0,17,-67
6274,1957,12,5,0,-17,-56
6275,1957,12,6,0,-11,-122
6276,1957,12,7,0,17,-122
6277,1957,12,8,51,89,11
6278,1957,12,9,48,106,0
6279,1957,12,10,23,11,-17
6280,1957,12,11,71,0,-39
6281,1957,12,12,8,0,-67
6282,1957,12,13,20,-61,-133
6283,1957,12,14,10,-33,-144
6284,1957,12,15,13,44,-83
6285,1957,12,16,0,44,-28
6286,1957,12,17,25,78,-22
6287,1957,12,18,0,33,-22
6288,1957,12,19,0,17,-78
6289,1957,12,20,0,111,-6
6290,1957,12,21,84,144,100
6291,1957,12,22,536,150,67
6292,1957,12,23,0,78,6
6293,1957,12,24,0,144,-44
6294,1957,12,25,0,111,0
6295,1957,12,26,0,61,-83
6296,1957,12,27,0,106,0
6297,1957,12,28,274,44,-28
6298,1957,12,29,0,44,-72
6299,1957,12,30,0,33,-6
6300,1957,12,31,0,6,-78
6301,1958,1,1,0,50,-83
6302,1958,1,2,99,44,-11
6303,1958,1,3,0,-6,-106
6304,1958,1,4,0,-67,-122
6305,1958,1,5,0,-89,-200
6306,1958,1,6,0,-44,-161
6307,1958,1,7,5,33,-144
6308,1958,1,8,0,17,-33
6309,1958,1,9,48,-11,-111
6310,1958,1,10,5,-67,-233
