,Year,Month,Day,Prec,Tmax,Tmin
1,1940,10,1,0,172,39
2,1940,10,2,5,150,11
3,1940,10,3,8,194,50
4,1940,10,4,0,183,33
5,1940,10,5,0,194,-17
6,1940,10,6,23,189,106
7,1940,10,7,8,217,128
8,1940,10,8,287,211,106
9,1940,10,9,0,144,11
10,1940,10,10,0,150,11
11,1940,10,11,0,183.5,16.5
12,1940,10,12,0,217,22
13,1940,10,13,0,200,67
14,1940,10,14,0,211,-11
15,1940,10,15,71,172,39
16,1940,10,16,0,106,-56
17,1940,10,17,0,128,-72
18,1940,10,18,107,67,6
19,1940,10,19,0,33,-117
20,1940,10,20,0,50,-117
21,1940,10,21,13,50,-17
22,1940,10,22,0,72,-117
23,1940,10,23,0,200,-39
24,1940,10,24,0,178,17
25,1940,10,25,3,139,-50
26,1940,10,26,0,83,-6
27,1940,10,27,0,61,-50
28,1940,10,28,0,67,-106
29,1940,10,29,0,133,-100
30,1940,10,30,61,100,11
31,1940,10,31,64,61,39
32,1940,11,1,0,100,39
33,1940,11,2,206,122,61
34,1940,11,3,13,111,6
35,1940,11,4,0,189,-22
36,1940,11,5,0,194,28
37,1940,11,6,74,178,22
38,1940,11,7,8,50,-17
39,1940,11,8,0,0,-17
40,1940,11,9,0,39,-22
41,1940,11,10,0,83,-56
42,1940,11,11,0,133,50
43,1940,11,12,122,144,44
44,1940,11,13,8,183,11
45,1940,11,14,51,44,6
46,1940,11,15,86,44,22
47,1940,11,16,8,33,-28
48,1940,11,17,13,22,-17
49,1940,11,18,13,11,-17
50,1940,11,19,0,56,-22
51,1940,11,20,13,89,6
52,1940,11,21,0,89,39
53,1940,11,22,0,172,56
54,1940,11,23,178,83,28
55,1940,11,24,0,44,-6
56,1940,11,25,8,33,-56
57,1940,11,26,0,0,-128
58,1940,11,27,152,0,-61
59,1940,11,28,20,0,-100
60,1940,11,29,13,-28,-122
61,1940,11,30,5,17,-61
62,1940,12,1,58,44,-44
63,1940,12,2,0,-33,-178
64,1940,12,3,20,-44,-167
65,1940,12,4,0,-111,-289
66,1940,12,5,48,-11,-94
67,1940,12,6,0,-11,-178
68,1940,12,7,20,33,-61
69,1940,12,8,0,44,-6
70,1940,12,9,0,-6,-56
71,1940,12,10,0,61,-128
72,1940,12,11,0,44,-17
73,1940,12,12,56,28,-33
74,1940,12,13,23,78,-17
75,1940,12,14,0,-11,-106
76,1940,12,15,0,39,-100
77,1940,12,16,43,50,-56
78,1940,12,17,46,56,-56
79,1940,12,18,0,-22,-167
80,1940,12,19,0,33,-106
81,1940,12,20,0,50,0
82,1940,12,21,0,122,-50
83,1940,12,22,8,44,-6
84,1940,12,23,0,11,-50
85,1940,12,24,0,61,-106
86,1940,12,25,0,111,-61
87,1940,12,26,0,61,-44
88,1940,12,27,23,61,22
89,1940,12,28,43,111,39
90,1940,12,29,64,122,61
91,1940,12,30,20,106,6
92,1940,12,31,0,61,0
93,1941,1,1,0,44,-11
94,1941,1,2,8,-6,-78
95,1941,1,3,69,17,-39
96,1941,1,4,0,11,-28
97,1941,1,5,25,6,-122
98,1941,1,6,0,-44,-122
99,1941,1,7,0,-28,-156
100,1941,1,8,0,-22,-194
101,1941,1,9,25,-17,-156
102,1941,1,10,0,-6,-44
103,1941,1,11,0,-17,-150
104,1941,1,12,0,-28,-167
105,1941,1,13,0,-11,-111
106,1941,1,14,0,-111,-189
107,1941,1,15,0,-67,-194
108,1941,1,16,8,-11,-78
109,1941,1,17,5,22,-22
110,1941,1,18,0,61,-50
111,1941,1,19,18,44,-72
112,1941,1,20,0,-72,-111
113,1941,1,21,0,-22,-178
114,1941,1,22,8,56,-117
115,1941,1,23,0,44,-61
116,1941,1,24,102,-22,-94
117,1941,1,25,61,-28,-72
118,1941,1,26,0,-28,-94
119,1941,1,27,33,-28,-106
120,1941,1,28,25,-17,-111
121,1941,1,29,0,-39,-106
122,1941,1,30,13,-56,-233
123,1941,1,31,15,-22,-122
124,1941,2,1,0,-17,-100
125,1941,2,2,10,22,-61
126,1941,2,3,0,6,-111
127,1941,2,4,0,-50,-117
128,1941,2,5,0,6,-100
129,1941,2,6,0,11,-200
130,1941,2,7,38,28,11
131,1941,2,8,175,17,-72
132,1941,2,9,178,-33,-106
133,1941,2,10,0,17,-194
134,1941,2,11,0,33,-150
135,1941,2,12,0,61,-128
136,1941,2,13,0,72,-50
137,1941,2,14,0,56,11
138,1941,2,15,38,56,-22
139,1941,2,16,178,-17,-128
140,1941,2,17,15,-28,-122
141,1941,2,18,71,-28,-72
142,1941,2,19,178,-56,-94
143,1941,2,20,18,-33,-78
144,1941,2,21,15,0,-72
145,1941,2,22,18,6,-28
146,1941,2,23,0,0,-67
147,1941,2,24,0,-39,-144
148,1941,2,25,0,33,-194
149,1941,2,26,0,22,-117
150,1941,2,27,0,-17,-172
151,1941,2,28,0,-39,-128
152,1941,3,1,15,-28,-122
153,1941,3,2,0,22,-78
154,1941,3,3,25,56,-61
155,1941,3,4,137,44,-122
156,1941,3,5,0,-11,-128
157,1941,3,6,0,-11,-117
158,1941,3,7,0,6,-172
159,1941,3,8,28,0,-61
160,1941,3,9,66,-6,-50
161,1941,3,10,20,28,-106
162,1941,3,11,94,28,-111
163,1941,3,12,91,22,-56
164,1941,3,13,0,28,-206
165,1941,3,14,0,33,-194
166,1941,3,15,0,72,-150
167,1941,3,16,0,67,-6
168,1941,3,17,56,61,-117
169,1941,3,18,13,-94,-183
170,1941,3,19,0,-44,-111
171,1941,3,20,0,0,-100
172,1941,3,21,0,0,-144
173,1941,3,22,0,39,-50
174,1941,3,23,0,94,-117
175,1941,3,24,0,67,-56
176,1941,3,25,8,67,-6
177,1941,3,26,15,28,-61
178,1941,3,27,0,50,-56
179,1941,3,28,0,50,-78
180,1941,3,29,5,50,-33
181,1941,3,30,10,0,-78
182,1941,3,31,0,61,-117
183,1941,4,1,0,67,-6
184,1941,4,2,0,61,-22
185,1941,4,3,0,94,-56
186,1941,4,4,0,139,-44
187,1941,4,5,69,122,6
188,1941,4,6,74,117,0
189,1941,4,7,0,111,-44
190,1941,4,8,0,128,-61
191,1941,4,9,0,161,-44
192,1941,4,10,0,172,-22
193,1941,4,11,0,178,-33
194,1941,4,12,0,200,-39
195,1941,4,13,0,239,-6
196,1941,4,14,119,233,111
197,1941,4,15,0,267,72
198,1941,4,16,0,250,56
199,1941,4,17,15,250,83
200,1941,4,18,0,239,33
201,1941,4,19,61,278,94
202,1941,4,20,0,300,117
203,1941,4,21,5,289,67
204,1941,4,22,41,133,-11
205,1941,4,23,0,156,-50
206,1941,4,24,43,150,50
207,1941,4,25,0,161,-17
208,1941,4,26,0,161,0
209,1941,4,27,23,167,11
210,1941,4,28,0,217,-6
211,1941,4,29,0,256,11
212,1941,4,30,0,256,50
213,1941,5,1,0,239,44
214,1941,5,2,0,167,28
215,1941,5,3,0,150,-44
216,1941,5,4,0,206,-28
217,1941,5,5,71,183,50
218,1941,5,6,0,261,33
219,1941,5,7,0,267,161
220,1941,5,8,188,233,128
221,1941,5,9,168,217,72
222,1941,5,10,157,139,67
223,1941,5,11,0,150,-28
224,1941,5,12,0,139,-39
225,1941,5,13,0,172,-33
226,1941,5,14,0,194,-22
227,1941,5,15,0,233,-11
228,1941,5,16,0,244,67
229,1941,5,17,0,244,106
230,1941,5,18,0,167,39
231,1941,5,19,5,194,-22
232,1941,5,20,0,272,28
233,1941,5,21,0,317,50
234,1941,5,22,15,306,128
235,1941,5,23,13,261,106
236,1941,5,24,0,183,61
237,1941,5,25,0,189,-11
238,1941,5,26,0,250,56
239,1941,5,27,13,244,83
240,1941,5,28,173,294,150
241,1941,5,29,41,233,144
242,1941,5,30,0,222,-17
243,1941,5,31,0,233,6
244,1941,6,1,89,217,89
245,1941,6,2,0,233,139
246,1941,6,3,0,267,61
247,1941,6,4,114,239,133
248,1941,6,5,180,172,111
249,1941,6,6,0,250,56
250,1941,6,7,0,278,56
251,1941,6,8,0,278,156
252,1941,6,9,0,272,56
253,1941,6,10,0,200,17
254,1941,6,11,0,222,-11
255,1941,6,12,3,211,39
256,1941,6,13,69,156,106
257,1941,6,14,28,239,139
258,1941,6,15,15,233,94
259,1941,6,16,91,217,133
260,1941,6,17,8,250,128
261,1941,6,18,124,256,133
262,1941,6,19,0,294,100
263,1941,6,20,0,306,133
264,1941,6,21,0,311,128
265,1941,6,22,0,322,144
266,1941,6,23,64,311,161
267,1941,6,24,0,278,144
268,1941,6,25,0,267,56
269,1941,6,26,0,294,89
270,1941,6,27,0,328,161
271,1941,6,28,0,322,161
272,1941,6,29,61,311,178
273,1941,6,30,0,311,178
274,1941,7,1,97,322,161
275,1941,7,2,99,317,194
276,1941,7,3,0,294,122
277,1941,7,4,28,250,156
278,1941,7,5,0,278,128
279,1941,7,6,0,267,89
280,1941,7,7,20,256,183
281,1941,7,8,127,267,178
282,1941,7,9,0,244,139
283,1941,7,10,0,289,67
284,1941,7,11,0,278,117
285,1941,7,12,0,294,194
286,1941,7,13,102,294,172
287,1941,7,14,0,278,94
288,1941,7,15,0,278,100
289,1941,7,16,0,278,106
290,1941,7,17,114,256,183
291,1941,7,18,0,261,83
292,1941,7,19,53,267,167
293,1941,7,20,0,256,111
294,1941,7,21,0,261,50
295,1941,7,22,0,289,111
296,1941,7,23,0,317,156
297,1941,7,24,0,328,156
298,1941,7,25,0,344,161
299,1941,7,26,0,339,172
300,1941,7,27,0,339,100
301,1941,7,28,25,328,161
302,1941,7,29,147,289,167
303,1941,7,30,399,272,172
304,1941,7,31,13,256,206
305,1941,8,1,292,311,194
306,1941,8,2,0,289,167
307,1941,8,3,0,278,117
308,1941,8,4,0,283,100
309,1941,8,5,0,294,122
310,1941,8,6,0,278,117
311,1941,8,7,0,289,94
312,1941,8,8,0,317,72
313,1941,8,9,33,306,100
314,1941,8,10,0,306,106
315,1941,8,11,0,244,44
316,1941,8,12,13,250,39
317,1941,8,13,0,206,39
318,1941,8,14,0,222,39
319,1941,8,15,102,222,128
320,1941,8,16,10,211,150
321,1941,8,17,81,206,89
322,1941,8,18,0,233,28
323,1941,8,19,135,228,144
324,1941,8,20,20,228,100
325,1941,8,21,0,261,39
326,1941,8,22,0,256,94
327,1941,8,23,109,256,128
328,1941,8,24,0,256,72
329,1941,8,25,124,244,122
330,1941,8,26,0,289,217
331,1941,8,27,20,267,139
332,1941,8,28,0,217,17
333,1941,8,29,0,228,22
334,1941,8,30,0,289,111
335,1941,8,31,97,278,183
336,1941,9,1,20,289,167
337,1941,9,2,0,233,89
338,1941,9,3,0,239,33
339,1941,9,4,18,233,83
340,1941,9,5,0,283,172
341,1941,9,6,124,278,150
342,1941,9,7,0,244,139
343,1941,9,8,0,217,50
344,1941,9,9,119,294,89
345,1941,9,10,0,311,200
346,1941,9,11,0,311,117
347,1941,9,12,170,183,11
348,1941,9,13,0,211,44
349,1941,9,14,0,233,44
350,1941,9,15,0,272,111
351,1941,9,16,0,289,128
352,1941,9,17,0,267,144
353,1941,9,18,0,228,128
354,1941,9,19,0,211,17
355,1941,9,20,0,222,17
356,1941,9,21,0,261,50
357,1941,9,22,0,294,33
358,1941,9,23,0,272,50
359,1941,9,24,0,256,44
360,1941,9,25,0,256,100
361,1941,9,26,0,222,128
362,1941,9,27,0,194,-6
363,1941,9,28,0,256,22
364,1941,9,29,5,256,-22
365,1941,9,30,0,122,-22
366,1941,10,1,51,256,111
367,1941,10,2,0,217,39
368,1941,10,3,18,206,100
369,1941,10,4,109,261,161
370,1941,10,5,20,300,139
371,1941,10,6,13,278,167
372,1941,10,7,0,300,139
373,1941,10,8,58,272,111
374,1941,10,9,0,156,50
375,1941,10,10,69,150,72
376,1941,10,11,170,106,17
377,1941,10,12,18,172,-17
378,1941,10,13,0,200,39
379,1941,10,14,76,194,67
380,1941,10,15,0,172,22
381,1941,10,16,8,172,33
382,1941,10,17,0,172,-50
383,1941,10,18,10,144,39
384,1941,10,19,56,178,100
385,1941,10,20,0,200,11
386,1941,10,21,0,178,0
387,1941,10,22,0,200,78
388,1941,10,23,86,189,44
389,1941,10,24,13,100,33
390,1941,10,25,30,100,33
391,1941,10,26,0,106,-17
392,1941,10,27,43,178,56
393,1941,10,28,10,178,39
394,1941,10,29,0,67,-50
395,1941,10,30,0,78,-33
396,1941,10,31,0,111,61
397,1941,11,1,157,167,89
398,1941,11,2,94,189,61
399,1941,11,3,8,150,50
400,1941,11,4,0,150,-11
401,1941,11,5,0,178,89
402,1941,11,6,43,167,44
403,1941,11,7,33,189,39
404,1941,11,8,0,78,50
405,1941,11,9,0,106,-33
406,1941,11,10,0,100,-17
407,1941,11,11,0,72,22
408,1941,11,12,36,39,17
409,1941,11,13,0,83,0
410,1941,11,14,0,128,-6
411,1941,11,15,0,189,22
412,1941,11,16,10,172,50
413,1941,11,17,0,78,-67
414,1941,11,18,0,211,-11
415,1941,11,19,0,211,28
416,1941,11,20,0,217,61
417,1941,11,21,91,206,6
418,1941,11,22,8,50,6
419,1941,11,23,51,78,0
420,1941,11,24,0,106,6
421,1941,11,25,0,67,-94
422,1941,11,26,0,94,11
423,1941,11,27,0,122,22
424,1941,11,28,0,117,-11
425,1941,11,29,0,189,-22
426,1941,11,30,0,178,22
427,1941,12,1,0,72,-89
428,1941,12,2,20,61,17
429,1941,12,3,13,122,33
430,1941,12,4,0,194,28
431,1941,12,5,0,206,72
432,1941,12,6,0,172,-22
433,1941,12,7,13,44,-94
434,1941,12,8,0,33,-122
435,1941,12,9,15,17,-11
436,1941,12,10,0,6,-44
437,1941,12,11,8,-39,-128
438,1941,12,12,0,-50,-172
439,1941,12,13,145,44,-72
440,1941,12,14,145,44,-6
441,1941,12,15,0,28,-44
442,1941,12,16,0,67,-28
443,1941,12,17,0,61,0
444,1941,12,18,0,83,-5.5
445,1941,12,19,0,83,-11
446,1941,12,20,0,61,-67
447,1941,12,21,0,-39,-200
448,1941,12,22,0,44,-172
449,1941,12,23,18,83,-22
450,1941,12,24,216,139,72
451,1941,12,25,51,117,11
452,1941,12,26,15,83,-28
453,1941,12,27,38,50,22
454,1941,12,28,0,44,-50
455,1941,12,29,15,0,-67
456,1941,12,30,0,6,-178
457,1941,12,31,0,0,-128
458,1942,1,1,0,50,6
459,1942,1,2,81,139,6
460,1942,1,3,0,17,-33
461,1942,1,4,97,22,-22
462,1942,1,5,0,11,-89
463,1942,1,6,0,-67,-139
464,1942,1,7,0,-122,-189
465,1942,1,8,0,-139,-311
466,1942,1,9,0,-56,-250
467,1942,1,10,0,-56,-183
468,1942,1,11,0,-78,-267
469,1942,1,12,0,-17,-161
470,1942,1,13,0,11,-117
471,1942,1,14,0,44,-172
472,1942,1,15,15,67,-61
473,1942,1,16,3,-17,-156
474,1942,1,17,0,39,-206
475,1942,1,18,0,100,-50
476,1942,1,19,56,111,50
477,1942,1,20,8,83,6
478,1942,1,21,0,28,-28
479,1942,1,22,0,-11,-94
480,1942,1,23,0,67,-33
481,1942,1,24,0,94,-6
482,1942,1,25,0,72,11
483,1942,1,26,46,61,0
484,1942,1,27,8,44,0
485,1942,1,28,0,44,0
486,1942,1,29,0,11,-161
487,1942,1,30,0,11,-206
488,1942,1,31,102,83,-44
489,1942,2,1,15,61,-50
490,1942,2,2,13,-44,-156
491,1942,2,3,0,-122,-256
492,1942,2,4,0,-17,-222
493,1942,2,5,15,11,-67
494,1942,2,6,8,67,-17
495,1942,2,7,58,67,11
496,1942,2,8,20,50,-117
497,1942,2,9,0,-56,-172
498,1942,2,10,0,-17,-194
499,1942,2,11,8,-17,-106
500,1942,2,12,0,-17,-178
501,1942,2,13,0,-17,-150
502,1942,2,14,8,-11,-89
503,1942,2,15,0,39,-72
504,1942,2,16,0,39,-128
505,1942,2,17,51,117,28
506,1942,2,18,0,44,-50
507,1942,2,19,5,11,-100
508,1942,2,20,5,-72,-172
509,1942,2,21,0,-111,-150
510,1942,2,22,8,-6,-122
511,1942,2,23,15,-28,-106
512,1942,2,24,0,-33,-117
513,1942,2,25,0,-17,-83
514,1942,2,26,23,-22,-94
515,1942,2,27,10,-17,-72
516,1942,2,28,5,28,-56
517,1942,3,1,0,39,-17
518,1942,3,2,0,33,-44
519,1942,3,3,152,39,-28
520,1942,3,4,74,56,-28
521,1942,3,5,0,78,-111
522,1942,3,6,8,78,-6
523,1942,3,7,0,89,-72
524,1942,3,8,0,156,-44
525,1942,3,9,86,167,11
526,1942,3,10,8,50,-17
527,1942,3,11,0,94,-72
528,1942,3,12,0,94,6
529,1942,3,13,0,89,-56
530,1942,3,14,157,89,-6
531,1942,3,15,15,33,-11
532,1942,3,16,0,50,0
533,1942,3,17,338,117,11
534,1942,3,18,0,106,-6
535,1942,3,19,0,56,-22
536,1942,3,20,0,78,-72
537,1942,3,21,8,106,-44
538,1942,3,22,137,89,-17
539,1942,3,23,10,11,-44
540,1942,3,24,38,22,-72
541,1942,3,25,0,56,-22
542,1942,3,26,0,100,-67
543,1942,3,27,0,139,-56
544,1942,3,28,0,144,-22
545,1942,3,29,0,56,-50
546,1942,3,30,58,50,-28
547,1942,3,31,18,44,-17
548,1942,4,1,81,39,-67
549,1942,4,2,0,139,-17
550,1942,4,3,0,150,67
551,1942,4,4,23,144,39
552,1942,4,5,0,178,11
553,1942,4,6,0,250,-6
554,1942,4,7,0,244,56
555,1942,4,8,178,194,0
556,1942,4,9,0,72,0
557,1942,4,10,135,50,-22
558,1942,4,11,41,28,-22
559,1942,4,12,18,44,-22
560,1942,4,13,0,72,-11
561,1942,4,14,0,144,-61
562,1942,4,15,0,217,39
563,1942,4,16,0,211,100
564,1942,4,17,10,206,61
565,1942,4,18,0,194,11
566,1942,4,19,41,56,6
567,1942,4,20,43,56,11
568,1942,4,21,23,67,11
569,1942,4,22,0,172,-22
570,1942,4,23,0,228,-28
571,1942,4,24,0,239,-6
572,1942,4,25,0,272,-6
573,1942,4,26,0,267,50
574,1942,4,27,0,256,61
575,1942,4,28,0,222,83
576,1942,4,29,0,250,72
577,1942,4,30,0,267,50
578,1942,5,1,58,261,50
579,1942,5,2,5,233,83
580,1942,5,3,8,272,94
581,1942,5,4,0,267,161
582,1942,5,5,0,222,44
583,1942,5,6,0,156,-28
584,1942,5,7,64,164,22
585,1942,5,8,0,172,72
586,1942,5,9,36,161,28
587,1942,5,10,8,161,39
588,1942,5,11,0,189,-50
589,1942,5,12,0,222,-11
590,1942,5,13,124,267,122
591,1942,5,14,0,267,139
592,1942,5,15,0,250,133
593,1942,5,16,15,200,139
594,1942,5,17,104,172,83
595,1942,5,18,0,233,61
596,1942,5,19,0,239,133
597,1942,5,20,43,194,133
598,1942,5,21,267,183,100
599,1942,5,22,206,200,150
600,1942,5,23,1072,206,117
601,1942,5,24,0,200,50
602,1942,5,25,0,200,50
603,1942,5,26,0,211,50
604,1942,5,27,8,217,100
605,1942,5,28,0,244,28
606,1942,5,29,0,278,67
607,1942,5,30,0,294,139
608,1942,5,31,86,289,156
609,1942,6,1,157,189,61
610,1942,6,2,0,144,89
611,1942,6,3,0,161,100
612,1942,6,4,15,250,133
613,1942,6,5,25,239,128
614,1942,6,6,0,267,61
615,1942,6,7,0,261,156
616,1942,6,8,13,261,150
617,1942,6,9,0,283,44
618,1942,6,10,0,283,106
619,1942,6,11,0,283,178
620,1942,6,12,46,289,200
621,1942,6,13,36,300,183
622,1942,6,14,625,283,122
623,1942,6,15,0,222,89
624,1942,6,16,0,233,72
625,1942,6,17,91,228,122
626,1942,6,18,0,250,128
627,1942,6,19,0,272,94
628,1942,6,20,0,278,122
629,1942,6,21,117,272,122
630,1942,6,22,0,233,150
631,1942,6,23,0,250,122
632,1942,6,24,0,239,100
633,1942,6,25,0,211,89
634,1942,6,26,0,244,56
635,1942,6,27,0,256,122
636,1942,6,28,0,283,122
637,1942,6,29,0,294,117
638,1942,6,30,0,283,117
639,1942,7,1,41,267,183
640,1942,7,2,5,267,167
641,1942,7,3,279,267,94
642,1942,7,4,0,272,122
643,1942,7,5,56,272,144
644,1942,7,6,36,261,167
645,1942,7,7,91,211,50
646,1942,7,8,0,228,78
647,1942,7,9,0,233,56
648,1942,7,10,0,228,50
649,1942,7,11,206,233,111
650,1942,7,12,0,261,111
651,1942,7,13,0,300,100
652,1942,7,14,0,306,189
653,1942,7,15,0,283,56
654,1942,7,16,0,256,56
655,1942,7,17,0,250,117
656,1942,7,18,119,294,183
657,1942,7,19,0,328,189
658,1942,7,20,8,306,194
659,1942,7,21,0,289,161
660,1942,7,22,13,272,139
661,1942,7,23,25,256,139
662,1942,7,24,109,289,133
663,1942,7,25,0,306,150
664,1942,7,26,0,300,139
665,1942,7,27,208,261,183
666,1942,7,28,20,306,172
667,1942,7,29,0,278,172
668,1942,7,30,0,267,161
669,1942,7,31,79,267,150
670,1942,8,1,15,278,194
671,1942,8,2,41,256,94
672,1942,8,3,5,250,111
673,1942,8,4,0,239,78
674,1942,8,5,0,228,50
675,1942,8,6,0,233,67
676,1942,8,7,0,250,67
677,1942,8,8,0,256,83
678,1942,8,9,145,200,128
679,1942,8,10,119,233,156
680,1942,8,11,8,267,150
681,1942,8,12,0,283,133
682,1942,8,13,46,267,150
683,1942,8,14,58,272,156
684,1942,8,15,53,294,178
685,1942,8,16,0,294,200
686,1942,8,17,46,283,183
687,1942,8,18,0,256,106
688,1942,8,19,10,267,83
689,1942,8,20,0,244,78
690,1942,8,21,0,272,111
691,1942,8,22,0,289,167
692,1942,8,23,8,294,167
693,1942,8,24,0,261,161
694,1942,8,25,0,206,28
695,1942,8,26,0,217,28
696,1942,8,27,0,233,83
697,1942,8,28,0,233,111
698,1942,8,29,79,211,167
699,1942,8,30,0,261,111
700,1942,8,31,0,283,100
701,1942,9,1,0,300,106
702,1942,9,2,0,306,100
703,1942,9,3,0,300,122
704,1942,9,4,64,217,150
705,1942,9,5,0,228,67
706,1942,9,6,0,211,56
707,1942,9,7,0,211,56
708,1942,9,8,25,206,144
709,1942,9,9,175,206,144
710,1942,9,10,10,250,150
711,1942,9,11,8,244,150
712,1942,9,12,0,217,122
713,1942,9,13,10,228,150
714,1942,9,14,0,239,72
715,1942,9,15,15,300,128
716,1942,9,16,0,294,194
717,1942,9,17,18,289,150
718,1942,9,18,0,289,183
719,1942,9,19,0,244,161
720,1942,9,20,64,228,106
721,1942,9,21,0,167,17
722,1942,9,22,0,200,11
723,1942,9,23,0,189,39
724,1942,9,24,0,172,89
725,1942,9,25,0,156,-17
726,1942,9,26,0,183,22
727,1942,9,27,559,222,150
728,1942,9,28,145,156,39
729,1942,9,29,0,133,-39
730,1942,9,30,0,167,-33
731,1942,10,1,0,211,44
732,1942,10,2,0,206,39
733,1942,10,3,0,200,-33
734,1942,10,4,10,189,-6
735,1942,10,5,20,194,94
736,1942,10,6,170,178,67
737,1942,10,7,0,189,-6
738,1942,10,8,0,211,-17
739,1942,10,9,0,222,56
740,1942,10,10,0,217,44
741,1942,10,11,0,206,-6
742,1942,10,12,0,167,11
743,1942,10,13,0,183,-22
744,1942,10,14,0,178,33
745,1942,10,15,0,233,111
746,1942,10,16,8,194,117
747,1942,10,17,97,156,89
748,1942,10,18,61,144,50
749,1942,10,19,0,144,0
750,1942,10,20,0,133,28
751,1942,10,21,10,156,-22
752,1942,10,22,142,183,128
753,1942,10,23,33,178,89
754,1942,10,24,0,139,-6
755,1942,10,25,0,200,11
756,1942,10,26,234,144,11
757,1942,10,27,64,17,-39
758,1942,10,28,0,100,-11
759,1942,10,29,0,172,-39
760,1942,10,30,0,178,67
761,1942,10,31,0,194,122
762,1942,11,1,36,194,50
763,1942,11,2,0,106,-33
764,1942,11,3,25,106,22
765,1942,11,4,10,78,-39
766,1942,11,5,0,94,-83
767,1942,11,6,0,94,56
768,1942,11,7,0,139,-6
769,1942,11,8,0,139,-17
770,1942,11,9,0,106,-67
771,1942,11,10,99,111,39
772,1942,11,11,56,144,-11
773,1942,11,12,0,6,-33
774,1942,11,13,33,39,-33
775,1942,11,14,23,-28,-89
776,1942,11,15,0,33,-122
777,1942,11,16,0,150,-61
778,1942,11,17,0,178,-6
779,1942,11,18,86,161,78
780,1942,11,19,0,156,6
781,1942,11,20,0,194,28
782,1942,11,21,203,183,11
783,1942,11,22,0,11,-78
784,1942,11,23,0,33,-111
785,1942,11,24,56,83,6
786,1942,11,25,76,78,44
787,1942,11,26,0,83,33
788,1942,11,27,0,89,-17
789,1942,11,28,0,-6,-72
790,1942,11,29,8,11,-94
791,1942,11,30,36,39,-17
792,1942,12,1,10,28,-111
793,1942,12,2,229,72,-61
794,1942,12,3,15,-50,-111
795,1942,12,4,0,-50,-94
796,1942,12,5,0,-28,-61
797,1942,12,6,0,11,-44
798,1942,12,7,0,0,-67
799,1942,12,8,0,11,-83
800,1942,12,9,0,0,-128
801,1942,12,10,0,17,-83
802,1942,12,11,18,50,-11
803,1942,12,12,0,39,-89
804,1942,12,13,114,11,-89
805,1942,12,14,20,-56,-150
806,1942,12,15,0,-39,-83
807,1942,12,16,8,-39,-128
808,1942,12,17,0,-22,-239
809,1942,12,18,20,-67,-133
810,1942,12,19,10,-78,-211
811,1942,12,20,0,-144,-300
812,1942,12,21,0,-89,-300
813,1942,12,22,0,-28,-111
814,1942,12,23,18,39,-28
815,1942,12,24,0,-6,-22
816,1942,12,25,0,28,-6
817,1942,12,26,0,28,-67
818,1942,12,27,0,-22,-156
819,1942,12,28,259,44,-83
820,1942,12,29,208,28,0
821,1942,12,30,483,72,0
822,1942,12,31,137,39,-61
823,1943,1,1,20,0,-44
824,1943,1,2,0,0,-117
825,1943,1,3,8,-11,-94
826,1943,1,4,97,-11,-117
827,1943,1,5,8,-67,-161
828,1943,1,6,0,-56,-206
829,1943,1,7,13,-44,-167
830,1943,1,8,0,-44,-233
831,1943,1,9,0,-39,-272
832,1943,1,10,0,-33,-189
833,1943,1,11,0,-11,-67
834,1943,1,12,15,0,-56
835,1943,1,13,8,-33,-67
836,1943,1,14,0,-33,-222
837,1943,1,15,10,17,-44
838,1943,1,16,51,78,-111
839,1943,1,17,0,78,-6
840,1943,1,18,30,11,-17
841,1943,1,19,64,28,-39
842,1943,1,20,0,-28,-167
843,1943,1,21,0,-111,-189
844,1943,1,22,0,-67,-206
845,1943,1,23,0,-11,-78
846,1943,1,24,10,39,-72
847,1943,1,25,0,56,6
848,1943,1,26,0,50,-67
849,1943,1,27,0,-28,-111
850,1943,1,28,69,-39,-89
851,1943,1,29,46,22,-117
852,1943,1,30,43,0,-106
853,1943,1,31,23,44,-67
854,1943,2,1,0,33,-67
855,1943,2,2,25,-17,-83
856,1943,2,3,0,-6,-106
857,1943,2,4,0,28,-28
858,1943,2,5,0,61,-17
859,1943,2,6,23,56,-67
860,1943,2,7,61,56,-72
861,1943,2,8,10,-11,-61
862,1943,2,9,0,-6,-78
863,1943,2,10,0,6,-156
864,1943,2,11,165,61,-33
865,1943,2,12,10,-22,-150
866,1943,2,13,15,-17,-194
867,1943,2,14,0,-17,-167
868,1943,2,15,0,-122,-294
869,1943,2,16,0,-111,-294
870,1943,2,17,15,-39,-211
871,1943,2,18,0,-44,-250
872,1943,2,19,0,61,-100
873,1943,2,20,0,111,-44
874,1943,2,21,0,117,-6
875,1943,2,22,0,111,-56
876,1943,2,23,0,111,-56
877,1943,2,24,155,111,28
878,1943,2,25,0,39,-89
879,1943,2,26,0,-44,-133
880,1943,2,27,20,-28,-78
881,1943,2,28,0,33,-100
882,1943,3,1,0,33,-117
883,1943,3,2,0,33,-161
884,1943,3,3,48,-89,-133
885,1943,3,4,0,-78,-211
886,1943,3,5,0,17,-89
887,1943,3,6,79,0,-89
888,1943,3,7,41,39,-94
889,1943,3,8,0,-67,-156
890,1943,3,9,0,-72,-244
891,1943,3,10,0,44,-111
892,1943,3,11,0,83,0
893,1943,3,12,104,83,6
894,1943,3,13,0,61,-61
