number,year,month,day,discharge,ET,precp
2556,1947,9,30,106,0.13,0
2557,1947,10,1,102,0.07,0
2558,1947,10,2,102,0.08,0
2559,1947,10,3,100,0.12,0
2560,1947,10,4,98,0.12,0
2561,1947,10,5,96,0.14,0
2562,1947,10,6,92,0.16,0
2563,1947,10,7,88,0.16,0
2564,1947,10,8,86,0.15,0
2565,1947,10,9,84,0.11,0
2566,1947,10,10,82,0.1,0
2567,1947,10,11,80,0.12,0
2568,1947,10,12,78,0.13,0
2569,1947,10,13,76,0.13,0
2570,1947,10,14,76,0.14,0
2571,1947,10,15,74,0.13,0
2572,1947,10,16,72,0.16,0
2573,1947,10,17,72,0.16,0
2574,1947,10,18,72,0.17,0
2575,1947,10,19,74,0.2,0
2576,1947,10,20,74,0.13,0.08
2577,1947,10,21,74,0.13,0
2578,1947,10,22,72,0.12,0
2579,1947,10,23,70,0.15,0
2580,1947,10,24,68,0.08,0
2581,1947,10,25,68,0.09,0
2582,1947,10,26,66,0.14,0
2583,1947,10,27,66,0.12,0
2584,1947,10,28,68,0.17,0
2585,1947,10,29,78,0.17,0.41
2586,1947,10,30,330,0.12,0.58
2587,1947,10,31,520,0.08,1.68
2588,1947,11,1,370,0.06,0.3
2589,1947,11,2,290,0.06,0
2590,1947,11,3,230,0.07,0
2591,1947,11,4,220,0.07,0
2592,1947,11,5,260,0.06,0
2593,1947,11,6,280,0.07,0.15
2594,1947,11,7,270,0.08,0
2595,1947,11,8,1450,0.06,1.22
2596,1947,11,9,1940,0,3.18
2597,1947,11,10,1160,0.05,0
2598,1947,11,11,889,0.05,0
2599,1947,11,12,2970,0.06,2.67
2600,1947,11,13,2370,0,0
2601,1947,11,14,1540,0,0
2602,1947,11,15,1190,0,0
2603,1947,11,16,1010,0.05,0
2604,1947,11,17,910,0.05,0.33
2605,1947,11,18,749,0,0
2606,1947,11,19,630,0,0
2607,1947,11,20,548,0,0
2608,1947,11,21,498,0,0
2609,1947,11,22,464,0,0
2610,1947,11,23,512,0.06,0.28
2611,1947,11,24,538,0,0
2612,1947,11,25,982,0.05,1.63
2613,1947,11,26,902,0,0
2614,1947,11,27,704,0,0.08
2615,1947,11,28,625,0,0
2616,1947,11,29,560,0,0
2617,1947,11,30,500,0,0.1
2618,1947,12,1,450,0,0
2619,1947,12,2,470,0,0
2620,1947,12,3,538,0.06,0
2621,1947,12,4,595,0.04,0.08
2622,1947,12,5,557,0,0
2623,1947,12,6,500,0,0.58
2624,1947,12,7,485,0,0
2625,1947,12,8,676,0.04,0.36
2626,1947,12,9,917,0,0.1
2627,1947,12,10,740,0,0
2628,1947,12,11,620,0,0.15
2629,1947,12,12,580,0,0
2630,1947,12,13,520,0,0
2631,1947,12,14,450,0,0
2632,1947,12,15,450,0,0
2633,1947,12,16,918,0.05,0.84
2634,1947,12,17,1000,0,0
2635,1947,12,18,660,0,0
2636,1947,12,19,520,0,0.13
2637,1947,12,20,420,0,0
2638,1947,12,21,460,0,0
2639,1947,12,22,470,0,0
2640,1947,12,23,450,0,0
2641,1947,12,24,390,0,0.81
2642,1947,12,25,340,0,0
2643,1947,12,26,350,0,0.51
2644,1947,12,27,380,0,1.14
2645,1947,12,28,380,0,0.51
2646,1947,12,29,330,0,0.38
2647,1947,12,30,320,0,0
2648,1947,12,31,340,0,0
2649,1948,1,1,340,0,0
2650,1948,1,2,330,0,1.32
2651,1948,1,3,320,0,0
2652,1948,1,4,300,0,0
2653,1948,1,5,310,0,0
2654,1948,1,6,300,0,0
2655,1948,1,7,290,0,0.48
2656,1948,1,8,280,0,0.13
2657,1948,1,9,290,0,0.46
2658,1948,1,10,290,0,0.23
2659,1948,1,11,270,0,0
2660,1948,1,12,245,0,0
2661,1948,1,13,250,0,0.2
2662,1948,1,14,245,0,0
2663,1948,1,15,225,0,0
2664,1948,1,16,230,0,0
2665,1948,1,17,245,0,0.53
2666,1948,1,18,230,0,0
2667,1948,1,19,210,0,0
2668,1948,1,20,200,0,0
2669,1948,1,21,215,0,0
2670,1948,1,22,220,0,0.66
2671,1948,1,23,205,0,0
2672,1948,1,24,195,0,0
2673,1948,1,25,190,0,1.7
2674,1948,1,26,185,0,0
2675,1948,1,27,185,0,0
2676,1948,1,28,180,0,0
2677,1948,1,29,180,0,0
2678,1948,1,30,175,0,0
2679,1948,1,31,170,0,0
2680,1948,2,1,170,0,0
2681,1948,2,2,175,0,0
2682,1948,2,3,175,0,0
2683,1948,2,4,170,0,0.33
2684,1948,2,5,165,0,0.66
2685,1948,2,6,160,0,0
2686,1948,2,7,155,0,0
2687,1948,2,8,155,0,0.15
2688,1948,2,9,150,0,0
2689,1948,2,10,145,0,0
2690,1948,2,11,145,0,0
2691,1948,2,12,150,0,0.28
2692,1948,2,13,160,0,0
2693,1948,2,14,880,0.06,2.59
2694,1948,2,15,3200,0,0
2695,1948,2,16,2700,0,0
2696,1948,2,17,2300,0.07,0
2697,1948,2,18,2400,0.06,0
2698,1948,2,19,2300,0.05,0
2699,1948,2,20,5400,0.06,0
2700,1948,2,21,3500,0,0
2701,1948,2,22,2350,0,0.43
2702,1948,2,23,1850,0,0
2703,1948,2,24,1500,0,0
2704,1948,2,25,1350,0,0
2705,1948,2,26,1250,0,0
2706,1948,2,27,1120,0,0.33
2707,1948,2,28,1040,0,0.76
2708,1948,2,29,940,0,0.71
2709,1948,3,1,800,0,0
2710,1948,3,2,780,0,0
2711,1948,3,3,740,0,1.83
2712,1948,3,4,720,0,0
2713,1948,3,5,540,0,0.2
2714,1948,3,6,450,0,0
2715,1948,3,7,580,0,0
2716,1948,3,8,620,0,0.38
2717,1948,3,9,580,0,0
2718,1948,3,10,560,0,0
2719,1948,3,11,520,0,0
2720,1948,3,12,400,0,1.37
2721,1948,3,13,400,0,0
2722,1948,3,14,430,0,0
2723,1948,3,15,520,0.09,0
2724,1948,3,16,4900,0.13,1.22
2725,1948,3,17,13300,0.1,0.3
2726,1948,3,18,6540,0,0
2727,1948,3,19,5530,0.09,0
2728,1948,3,20,12700,0.12,0.84
2729,1948,3,21,11500,0.1,0
2730,1948,3,22,24500,0.15,3.84
2731,1948,3,23,12400,0.09,0
2732,1948,3,24,6880,0.12,0
2733,1948,3,25,4580,0.08,0
2734,1948,3,26,3400,0.1,0
2735,1948,3,27,2870,0.17,0
2736,1948,3,28,2930,0.08,0.84
2737,1948,3,29,2400,0,0
2738,1948,3,30,1950,0.11,0
2739,1948,3,31,1640,0.12,0
2740,1948,4,1,2110,0.2,1.22
2741,1948,4,2,2310,0.15,0.2
2742,1948,4,3,2160,0,0
2743,1948,4,4,1800,0.1,0
2744,1948,4,5,1600,0.16,0
2745,1948,4,6,1590,0.19,0.58
2746,1948,4,7,1700,0.14,0.36
2747,1948,4,8,1380,0.18,0.25
2748,1948,4,9,1300,0.13,0
2749,1948,4,10,1160,0.08,0
2750,1948,4,11,1120,0.08,0
2751,1948,4,12,2980,0.17,2.95
2752,1948,4,13,2520,0.12,0
2753,1948,4,14,5140,0.1,1.88
2754,1948,4,15,7550,0.1,2.18
2755,1948,4,16,4700,0.12,0
2756,1948,4,17,4370,0.11,0.81
2757,1948,4,18,3030,0.1,0
2758,1948,4,19,2430,0.14,0
2759,1948,4,20,2060,0.24,0
2760,1948,4,21,2620,0.19,1.32
2761,1948,4,22,2140,0.12,0
2762,1948,4,23,1700,0.14,0
2763,1948,4,24,1570,0.17,0.23
2764,1948,4,25,1990,0.22,0.89
2765,1948,4,26,1700,0.26,0
2766,1948,4,27,1400,0.15,0
2767,1948,4,28,1230,0.14,0
2768,1948,4,29,1140,0.12,0.1
2769,1948,4,30,1090,0.12,0.08
2770,1948,5,1,1120,0.13,0.64
2771,1948,5,2,955,0.15,0
2772,1948,5,3,819,0.18,0
2773,1948,5,4,721,0.19,0
2774,1948,5,5,710,0.23,0
2775,1948,5,6,749,0.19,0.66
2776,1948,5,7,795,0.23,0
2777,1948,5,8,1050,0.14,1.37
2778,1948,5,9,910,0.19,0
2779,1948,5,10,825,0.31,0
2780,1948,5,11,813,0.33,0.2
2781,1948,5,12,840,0.37,0
2782,1948,5,13,1030,0.24,0.97
2783,1948,5,14,1650,0.16,1.45
2784,1948,5,15,2200,0.19,1.02
2785,1948,5,16,2710,0.19,0
2786,1948,5,17,3680,0.26,1.68
2787,1948,5,18,3030,0.25,0.1
2788,1948,5,19,2690,0.15,0.81
2789,1948,5,20,2010,0.16,0
2790,1948,5,21,1920,0.22,0.61
2791,1948,5,22,1700,0.17,0.25
2792,1948,5,23,1700,0.16,0
2793,1948,5,24,5920,0.22,3.76
2794,1948,5,25,4680,0.25,0.05
2795,1948,5,26,3230,0.21,0
2796,1948,5,27,2410,0.25,0
2797,1948,5,28,1900,0.34,0
2798,1948,5,29,1560,0.35,0
2799,1948,5,30,1330,0.31,0.05
2800,1948,5,31,1120,0.27,0
2801,1948,6,1,961,0.28,0
2802,1948,6,2,801,0.28,0
2803,1948,6,3,682,0.26,0
2804,1948,6,4,600,0.34,0
2805,1948,6,5,768,0.36,1.55
2806,1948,6,6,971,0.21,0.94
2807,1948,6,7,815,0.24,0.74
2808,1948,6,8,1170,0.32,1.78
2809,1948,6,9,955,0.28,0
2810,1948,6,10,929,0.28,0.66
2811,1948,6,11,855,0.29,0
2812,1948,6,12,732,0.33,0
2813,1948,6,13,784,0.31,1.32
2814,1948,6,14,1150,0.27,0
2815,1948,6,15,819,0.25,0.15
2816,1948,6,16,710,0.26,0
2817,1948,6,17,620,0.24,0
2818,1948,6,18,557,0.26,0.18
2819,1948,6,19,581,0.31,0.81
2820,1948,6,20,566,0.29,0
2821,1948,6,21,481,0.28,0
2822,1948,6,22,447,0.28,0
2823,1948,6,23,661,0.27,0.76
2824,1948,6,24,1280,0.44,2.08
2825,1948,6,25,2620,0.42,2.46
2826,1948,6,26,1900,0.36,0
2827,1948,6,27,1410,0.41,0
2828,1948,6,28,1250,0.46,0.15
2829,1948,6,29,1320,0.47,1.65
2830,1948,6,30,1040,0.48,0
2831,1948,7,1,831,0.35,0
2832,1948,7,2,699,0.27,0
2833,1948,7,3,595,0.28,0
2834,1948,7,4,530,0.31,0
2835,1948,7,5,472,0.37,0
2836,1948,7,6,631,0.39,2.39
2837,1948,7,7,961,0.29,1.7
2838,1948,7,8,724,0.3,0
2839,1948,7,9,520,0.29,0
2840,1948,7,10,439,0.32,0
2841,1948,7,11,387,0.34,0
2842,1948,7,12,353,0.41,0
2843,1948,7,13,402,0.41,0.76
2844,1948,7,14,439,0.38,0.15
2845,1948,7,15,360,0.31,0
2846,1948,7,16,300,0.32,0
2847,1948,7,17,267,0.39,0
2848,1948,7,18,251,0.41,0
2849,1948,7,19,239,0.35,0
2850,1948,7,20,258,0.35,0
2851,1948,7,21,230,0.36,0
2852,1948,7,22,242,0.39,1.68
2853,1948,7,23,960,0.4,0
2854,1948,7,24,1060,0.31,2.79
2855,1948,7,25,577,0.29,0
2856,1948,7,26,402,0.28,0
2857,1948,7,27,342,0.44,0.33
2858,1948,7,28,303,0.37,0.08
2859,1948,7,29,267,0.34,0
2860,1948,7,30,233,0.35,0
2861,1948,7,31,210,0.4,0.99
2862,1948,8,1,194,0.28,0
2863,1948,8,2,183,0.31,0
2864,1948,8,3,166,0.3,0
2865,1948,8,4,156,0.26,0
2866,1948,8,5,166,0.27,0
2867,1948,8,6,480,0.25,3.91
2868,1948,8,7,586,0.21,0.05
2869,1948,8,8,353,0.21,0
2870,1948,8,9,267,0.24,0
2871,1948,8,10,224,0.24,0
2872,1948,8,11,202,0.24,0
2873,1948,8,12,213,0.33,0.56
2874,1948,8,13,219,0.29,0.25
2875,1948,8,14,216,0.3,0
2876,1948,8,15,207,0.28,0.46
2877,1948,8,16,191,0.25,0
2878,1948,8,17,170,0.27,0
2879,1948,8,18,150,0.25,0
2880,1948,8,19,140,0.33,0
2881,1948,8,20,179,0.31,0
2882,1948,8,21,205,0.32,0
2883,1948,8,22,165,0.3,0
2884,1948,8,23,160,0.33,0
2885,1948,8,24,246,0.32,0
2886,1948,8,25,190,0.39,0
2887,1948,8,26,155,0.45,0
2888,1948,8,27,135,0.43,0
2889,1948,8,28,124,0.41,0
2890,1948,8,29,118,0.43,0
2891,1948,8,30,106,0.32,0
2892,1948,8,31,102,0.28,0
2893,1948,9,1,96,0.16,0
2894,1948,9,2,90,0.18,0
2895,1948,9,3,86,0.23,0
2896,1948,9,4,84,0.26,0
2897,1948,9,5,130,0.27,0
2898,1948,9,6,106,0.25,0
2899,1948,9,7,90,0.23,0
2900,1948,9,8,84,0.29,0
2901,1948,9,9,96,0.28,0
2902,1948,9,10,92,0.2,0.94
2903,1948,9,11,90,0.2,0.1
2904,1948,9,12,100,0.22,0
2905,1948,9,13,88,0.25,0
2906,1948,9,14,78,0.26,0
2907,1948,9,15,70,0.16,0
2908,1948,9,16,64,0.15,0
2909,1948,9,17,62,0.16,0
2910,1948,9,18,62,0.28,0
2911,1948,9,19,76,0.23,0.66
2912,1948,9,20,116,0.24,0.08
2913,1948,9,21,98,0.17,0.08
2914,1948,9,22,90,0.12,0
2915,1948,9,23,87,0.12,0
2916,1948,9,24,96,0.14,0
2917,1948,9,25,92,0.14,0
2918,1948,9,26,87,0.15,0
2919,1948,9,27,83,0.13,0
2920,1948,9,28,79,0.17,0
2921,1948,9,29,78,0.21,0
2922,1948,9,30,85,0.19,0
2923,1948,10,1,88,0.15,0.69
2924,1948,10,2,87,0.15,0.05
2925,1948,10,3,76,0.11,0
2926,1948,10,4,71,0.08,0
2927,1948,10,5,66,0.08,0
2928,1948,10,6,66,0.12,0.15
2929,1948,10,7,63,0.12,0
2930,1948,10,8,66,0.14,0.46
2931,1948,10,9,76,0.11,0.91
2932,1948,10,10,74,0.11,0
2933,1948,10,11,85,0.12,0.56
2934,1948,10,12,94,0.11,0.28
2935,1948,10,13,90,0.1,0
2936,1948,10,14,88,0.1,0.1
2937,1948,10,15,83,0.1,0.05
2938,1948,10,16,76,0.08,0
2939,1948,10,17,78,0.11,0
2940,1948,10,18,207,0.07,3.68
2941,1948,10,19,242,0,0
2942,1948,10,20,230,0.07,0.08
2943,1948,10,21,196,0.06,0
2944,1948,10,22,173,0.06,0
2945,1948,10,23,158,0.1,0
2946,1948,10,24,139,0.08,0
2947,1948,10,25,123,0.09,0
2948,1948,10,26,110,0.1,0
2949,1948,10,27,102,0.08,0
2950,1948,10,28,98,0.1,0
2951,1948,10,29,92,0.1,0
2952,1948,10,30,88,0.09,0
2953,1948,10,31,85,0.09,0
2954,1948,11,1,83,0.1,0
2955,1948,11,2,81,0.09,0.03
2956,1948,11,3,78,0.07,0
2957,1948,11,4,94,0.1,0.76
2958,1948,11,5,123,0.12,0.58
2959,1948,11,6,128,0.15,0
2960,1948,11,7,1500,0.11,4.37
2961,1948,11,8,1230,0.07,0
2962,1948,11,9,677,0.08,0
2963,1948,11,10,590,0.11,0.28
2964,1948,11,11,534,0.06,0.1
2965,1948,11,12,447,0.06,0
2966,1948,11,13,391,0.06,0
2967,1948,11,14,360,0.05,0.2
2968,1948,11,15,338,0.05,0
2969,1948,11,16,314,0.06,0
2970,1948,11,17,293,0.07,0.05
2971,1948,11,18,273,0.06,0
2972,1948,11,19,258,0.06,0
2973,1948,11,20,407,0.11,1.88
2974,1948,11,21,724,0.06,0
2975,1948,11,22,565,0.05,0
2976,1948,11,23,871,0.06,0.81
2977,1948,11,24,861,0.05,0
2978,1948,11,25,721,0.05,0
2979,1948,11,26,635,0.04,0
2980,1948,11,27,718,0.06,0.89
2981,1948,11,28,825,0.05,0
2982,1948,11,29,704,0,0.2
2983,1948,11,30,666,0,0
2984,1948,12,1,630,0.04,0
2985,1948,12,2,595,0.04,0
2986,1948,12,3,552,0.05,0
2987,1948,12,4,516,0.05,0
2988,1948,12,5,485,0.05,0
2989,1948,12,6,649,0.06,0
2990,1948,12,7,961,0.05,1.09
2991,1948,12,8,790,0.04,0
2992,1948,12,9,688,0,0
2993,1948,12,10,615,0,0
2994,1948,12,11,562,0,0
2995,1948,12,12,534,0.04,0
2996,1948,12,13,620,0.05,0.58
2997,1948,12,14,704,0.04,0.15
2998,1948,12,15,595,0,0
2999,1948,12,16,585,0,0.76
3000,1948,12,17,677,0,0.61
3001,1948,12,18,699,0,0
3002,1948,12,19,562,0,0
3003,1948,12,20,560,0,0.74
3004,1948,12,21,520,0,0
3005,1948,12,22,540,0,0.2
3006,1948,12,23,500,0,0
3007,1948,12,24,370,0,0.18
3008,1948,12,25,260,0,0
3009,1948,12,26,260,0,0.15
3010,1948,12,27,280,0,0
3011,1948,12,28,350,0,0
3012,1948,12,29,740,0,0.33
3013,1948,12,30,9800,0.05,3.71
3014,1948,12,31,14000,0,4.55
3015,1949,1,1,7100,0,2.08
3016,1949,1,2,4240,0,0
3017,1949,1,3,3000,0,0
3018,1949,1,4,2340,0,0
3019,1949,1,5,2550,0.05,0.2
3020,1949,1,6,10000,0.05,1.73
3021,1949,1,7,6950,0.04,0
3022,1949,1,8,4280,0.05,0
3023,1949,1,9,3190,0.05,0
3024,1949,1,10,2650,0.05,0
3025,1949,1,11,2270,0,0
3026,1949,1,12,1870,0,0
3027,1949,1,13,1620,0,0.1
3028,1949,1,14,1440,0,0
3029,1949,1,15,1150,0,0
3030,1949,1,16,1080,0.05,0
3031,1949,1,17,1120,0.05,0.05
3032,1949,1,18,1120,0.04,0
3033,1949,1,19,1230,0.05,0
3034,1949,1,20,1330,0,0
3035,1949,1,21,1120,0,0
3036,1949,1,22,1110,0.04,0.56
3037,1949,1,23,1140,0,0
3038,1949,1,24,1110,0.04,0.25
3039,1949,1,25,1260,0.04,0
3040,1949,1,26,1110,0,0.25
3041,1949,1,27,961,0,1.02
3042,1949,1,28,1010,0.04,0.94
3043,1949,1,29,1420,0,0
3044,1949,1,30,1060,0,0
3045,1949,1,31,880,0,0.64
3046,1949,2,1,989,0,0.79
3047,1949,2,2,902,0,0
3048,1949,2,3,700,0,0
3049,1949,2,4,825,0,0
3050,1949,2,5,800,0,0.41
3051,1949,2,6,640,0,0
3052,1949,2,7,640,0,0
3053,1949,2,8,636,0,0
3054,1949,2,9,668,0.06,0
3055,1949,2,10,610,0,0
3056,1949,2,11,540,0,0
3057,1949,2,12,410,0,0
3058,1949,2,13,540,0.06,0
3059,1949,2,14,1080,0.07,0.1
3060,1949,2,15,3450,0.09,0.23
3061,1949,2,16,5040,0.08,0.97
3062,1949,2,17,3420,0,0
3063,1949,2,18,2420,0,0
3064,1949,2,19,2140,0.07,0
3065,1949,2,20,2040,0.07,0.36
3066,1949,2,21,1840,0,0
3067,1949,2,22,1580,0.05,0
3068,1949,2,23,1790,0.07,0.66
3069,1949,2,24,1720,0.06,0
3070,1949,2,25,1970,0.07,0.58
3071,1949,2,26,2100,0,0.41
3072,1949,2,27,1600,0,0
3073,1949,2,28,1550,0,0
3074,1949,3,1,1400,0,0.89
3075,1949,3,2,1230,0,0
3076,1949,3,3,1090,0,0
3077,1949,3,4,975,0,0
3078,1949,3,5,1020,0.1,0
3079,1949,3,6,2410,0.09,1.07
3080,1949,3,7,2460,0,0
3081,1949,3,8,1700,0,0
3082,1949,3,9,1590,0.07,0
3083,1949,3,10,1480,0.1,0
3084,1949,3,11,1390,0.07,0.51
3085,1949,3,12,1290,0,0.38
3086,1949,3,13,1140,0,0.25
3087,1949,3,14,1050,0,0
3088,1949,3,15,1060,0,0
3089,1949,3,16,869,0,0
3090,1949,3,17,825,0,0.15
3091,1949,3,18,753,0,0.08
3092,1949,3,19,600,0,0
3093,1949,3,20,560,0,0
3094,1949,3,21,620,0.08,0
3095,1949,3,22,792,0.14,0
3096,1949,3,23,1150,0.13,0.36
3097,1949,3,24,1350,0.1,0
3098,1949,3,25,1220,0.1,0
3099,1949,3,26,1170,0.15,0
3100,1949,3,27,1180,0.19,0
3101,1949,3,28,1180,0.15,0.2
3102,1949,3,29,1090,0.11,0
3103,1949,3,30,954,0.1,0
3104,1949,3,31,948,0.08,0.13
3105,1949,4,1,996,0.1,0.33
3106,1949,4,2,889,0.1,0
3107,1949,4,3,800,0.11,0
3108,1949,4,4,758,0.11,0.1
3109,1949,4,5,690,0.1,0
3110,1949,4,6,918,0.12,0.58
3111,1949,4,7,1490,0.12,1.27
3112,1949,4,8,1480,0.12,0.51
3113,1949,4,9,1420,0.1,0
3114,1949,4,10,1270,0.1,0
3115,1949,4,11,1140,0.1,0
3116,1949,4,12,1020,0.14,0
3117,1949,4,13,941,0.17,0
3118,1949,4,14,1150,0.22,0.41
3119,1949,4,15,1060,0.17,0
3120,1949,4,16,954,0.12,0.15
3121,1949,4,17,869,0.08,0
3122,1949,4,18,847,0.09,0
3123,1949,4,19,1270,0.1,1.73
3124,1949,4,20,1270,0.13,0.1
3125,1949,4,21,1080,0.14,0
3126,1949,4,22,984,0.16,0
3127,1949,4,23,1600,0.12,1.32
3128,1949,4,24,1940,0.11,0.69
3129,1949,4,25,1650,0.11,0
3130,1949,4,26,1470,0.19,0
3131,1949,4,27,1460,0.2,0.64
3132,1949,4,28,1320,0.15,0
3133,1949,4,29,1080,0.11,0
3134,1949,4,30,961,0.19,0
3135,1949,5,1,882,0.23,0
3136,1949,5,2,869,0.31,0.23
3137,1949,5,3,1070,0.26,1.37
3138,1949,5,4,1150,0.25,0
3139,1949,5,5,902,0.33,0
3140,1949,5,6,1410,0.37,1.88
3141,1949,5,7,1500,0.36,0
3142,1949,5,8,1270,0.19,0
3143,1949,5,9,1130,0.22,0
3144,1949,5,10,1000,0.25,0
3145,1949,5,11,869,0.15,0
3146,1949,5,12,764,0.17,0
3147,1949,5,13,679,0.17,0
3148,1949,5,14,615,0.21,0
3149,1949,5,15,570,0.22,0
3150,1949,5,16,512,0.25,0
3151,1949,5,17,466,0.29,0
3152,1949,5,18,419,0.28,0
3153,1949,5,19,447,0.35,2.16
3154,1949,5,20,1100,0.21,1.93
3155,1949,5,21,1870,0.17,2.01
3156,1949,5,22,1160,0.22,0
3157,1949,5,23,1050,0.23,0.36
3158,1949,5,24,1130,0.25,0.43
3159,1949,5,25,2200,0.22,1.35
3160,1949,5,26,1680,0.14,0
3161,1949,5,27,1740,0.14,0.74
3162,1949,5,28,1440,0.14,0.05
3163,1949,5,29,1230,0.13,0.18
3164,1949,5,30,1110,0.15,0
3165,1949,5,31,961,0.2,0
3166,1949,6,1,813,0.24,0
3167,1949,6,2,696,0.29,0
3168,1949,6,3,600,0.32,0
3169,1949,6,4,526,0.31,0
3170,1949,6,5,466,0.35,0
3171,1949,6,6,423,0.28,0
3172,1949,6,7,374,0.33,0
3173,1949,6,8,339,0.2,0
3174,1949,6,9,310,0.22,0
3175,1949,6,10,286,0.28,0
3176,1949,6,11,267,0.38,0
3177,1949,6,12,261,0.43,0
3178,1949,6,13,236,0.45,0
3179,1949,6,14,216,0.49,0
3180,1949,6,15,202,0.42,0
3181,1949,6,16,188,0.44,0
3182,1949,6,17,178,0.41,0
3183,1949,6,18,168,0.42,0
3184,1949,6,19,163,0.49,0
3185,1949,6,20,158,0.46,0.66
3186,1949,6,21,264,0.46,0.38
3187,1949,6,22,224,0.48,1.09
3188,1949,6,23,199,0.31,0
3189,1949,6,24,194,0.38,0
3190,1949,6,25,170,0.51,0
3191,1949,6,26,210,0.49,1.83
3192,1949,6,27,228,0.42,0
3193,1949,6,28,178,0.38,0
3194,1949,6,29,146,0.42,0
3195,1949,6,30,132,0.42,0
3196,1949,7,1,121,0.36,0.61
3197,1949,7,2,119,0.41,0
3198,1949,7,3,110,0.41,0
3199,1949,7,4,112,0.39,0
3200,1949,7,5,184,0.42,1.04
3201,1949,7,6,151,0.34,0
3202,1949,7,7,125,0.35,0.15
3203,1949,7,8,104,0.32,0
3204,1949,7,9,94,0.33,0
3205,1949,7,10,104,0.34,0
3206,1949,7,11,125,0.35,1.19
3207,1949,7,12,104,0.36,0
3208,1949,7,13,98,0.42,0
3209,1949,7,14,86,0.33,0
3210,1949,7,15,88,0.35,0.28
3211,1949,7,16,106,0.4,0.08
3212,1949,7,17,96,0.39,0.91
3213,1949,7,18,112,0.42,0.05
3214,1949,7,19,96,0.48,0
3215,1949,7,20,84,0.45,0
3216,1949,7,21,82,0.45,0
3217,1949,7,22,70,0.39,0
3218,1949,7,23,64,0.34,0.13
3219,1949,7,24,58,0.3,0
3220,1949,7,25,70,0.37,1.55
3221,1949,7,26,80,0.43,0.15
3222,1949,7,27,86,0.44,0
3223,1949,7,28,100,0.43,0.25
3224,1949,7,29,114,0.48,0.05
3225,1949,7,30,120,0.44,0.18
3226,1949,7,31,215,0.41,1.12
3227,1949,8,1,140,0.28,0
3228,1949,8,2,104,0.29,0
3229,1949,8,3,88,0.34,0
3230,1949,8,4,88,0.39,0.3
3231,1949,8,5,84,0.35,0
3232,1949,8,6,74,0.3,0
3233,1949,8,7,66,0.32,0
3234,1949,8,8,60,0.34,0
3235,1949,8,9,54,0.39,0
3236,1949,8,10,50,0.39,0
3237,1949,8,11,70,0.39,0
3238,1949,8,12,200,0.35,0.58
3239,1949,8,13,175,0.33,0.38
3240,1949,8,14,94,0.33,0
3241,1949,8,15,86,0.33,0.2
3242,1949,8,16,72,0.28,0
3243,1949,8,17,62,0.34,0
3244,1949,8,18,68,0.29,0
3245,1949,8,19,70,0.24,1.37
3246,1949,8,20,62,0.19,0
3247,1949,8,21,54,0.22,0
3248,1949,8,22,50,0.25,0
3249,1949,8,23,47,0.28,0
3250,1949,8,24,44,0.3,0.08
3251,1949,8,25,42,0.23,0
3252,1949,8,26,40,0.31,0
3253,1949,8,27,39,0.34,0
3254,1949,8,28,60,0.38,0
3255,1949,8,29,1650,0.29,4.75
3256,1949,8,30,973,0.28,1.27
3257,1949,8,31,460,0.28,0
3258,1949,9,1,350,0.24,0
3259,1949,9,2,230,0.15,0
3260,1949,9,3,175,0.18,0
3261,1949,9,4,140,0.22,0
3262,1949,9,5,118,0.26,0
3263,1949,9,6,108,0.2,0.18
3264,1949,9,7,100,0.12,0
3265,1949,9,8,98,0.15,0.56
3266,1949,9,9,98,0.14,0
3267,1949,9,10,90,0.14,0.33
3268,1949,9,11,84,0.16,0
3269,1949,9,12,78,0.16,0
3270,1949,9,13,74,0.17,0
3271,1949,9,14,84,0.23,0.58
3272,1949,9,15,90,0.18,0.05
3273,1949,9,16,84,0.16,0
3274,1949,9,17,76,0.17,0
3275,1949,9,18,74,0.19,0
3276,1949,9,19,135,0.23,1.37
3277,1949,9,20,155,0.17,0.18
3278,1949,9,21,140,0.15,0.08
3279,1949,9,22,160,0.15,0.48
3280,1949,9,23,250,0.13,0.79
3281,1949,9,24,250,0.13,0.33
3282,1949,9,25,235,0.12,0
3283,1949,9,26,195,0.13,0
3284,1949,9,27,175,0.15,0
3285,1949,9,28,185,0.2,0.48
3286,1949,9,29,280,0.18,0.53
3287,1949,9,30,620,0.15,1.88
3288,1949,10,1,500,0.12,0
3289,1949,10,2,370,0.11,0
3290,1949,10,3,300,0.12,0
3291,1949,10,4,250,0.14,0
3292,1949,10,5,230,0.16,0.05
3293,1949,10,6,210,0.11,0
3294,1949,10,7,195,0.14,0
3295,1949,10,8,200,0.17,0.38
3296,1949,10,9,185,0.17,0
3297,1949,10,10,170,0.21,0
3298,1949,10,11,155,0.18,0
3299,1949,10,12,140,0.2,0
3300,1949,10,13,135,0.1,0.18
3301,1949,10,14,125,0.11,0
3302,1949,10,15,200,0.13,2.03
3303,1949,10,16,227,0.08,0
3304,1949,10,17,219,0.1,0
3305,1949,10,18,196,0.1,0
3306,1949,10,19,176,0.12,0
3307,1949,10,20,158,0.12,0
3308,1949,10,21,148,0.11,0
3309,1949,10,22,141,0.17,0
3310,1949,10,23,134,0.11,0.18
3311,1949,10,24,132,0.1,0.05
3312,1949,10,25,127,0.07,0
